"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","126.5","","","","1"
"2013-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","127.7","","","","1"
"2013-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","128.1","","","","1"
"2013-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","128.7","","","","1"
"2013-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.5","","","","1"
"2013-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.8","","","","1"
"2013-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.6","","","","1"
"2013-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.4","","","","1"
"2013-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.5","","","","1"
"2013-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.3","","","","1"
"2013-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.5","","","","1"
"2013-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.1","","","","1"
"2014-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","129.9","","","","1"
"2014-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","130.8","","","","1"
"2014-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","133.1","","","","1"
"2014-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","132.2","","","","1"
"2014-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","132.8","","","","1"
"2014-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","132.3","","","","1"
"2014-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","132.9","","","","1"
"2014-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","132.7","","","","1"
"2014-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","132.9","","","","1"
"2014-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","133.2","","","","1"
"2014-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","132.1","","","","1"
"2014-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","131.5","","","","1"
"2015-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","131.0","","","","1"
"2015-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","132.0","","","","1"
"2015-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","133.0","","","","1"
"2015-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","133.1","","","","1"
"2015-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","133.6","","","","1"
"2015-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","134.5","","","","1"
"2015-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","134.6","","","","1"
"2015-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.0","","","","1"
"2015-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","134.6","","","","1"
"2015-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.1","","","","1"
"2015-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","134.7","","","","1"
"2015-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","133.5","","","","1"
"2016-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","133.7","","","","1"
"2016-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","133.8","","","","1"
"2016-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.0","","","","1"
"2016-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.1","","","","1"
"2016-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.6","","","","1"
"2016-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","136.3","","","","1"
"2016-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.6","","","","1"
"2016-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.9","","","","1"
"2016-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.3","","","","1"
"2016-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.8","","","","1"
"2016-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","135.0","","","","1"
"2016-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","134.9","","","","1"
"2017-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","137.0","","","","1"
"2017-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","136.7","","","","1"
"2017-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","136.8","","","","1"
"2017-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","137.4","","","","1"
"2017-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","137.2","","","","1"
"2017-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","136.9","","","","1"
"2017-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","137.0","","","","1"
"2017-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","137.4","","","","1"
"2017-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","137.0","","","","1"
"2017-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","137.6","","","","1"
"2017-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","138.4","","","","1"
"2017-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","137.6","","","","1"
"2018-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","138.9","","","","1"
"2018-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","139.7","","","","1"
"2018-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","139.9","","","","1"
"2018-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","140.6","","","","1"
"2018-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","140.7","","","","1"
"2018-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","140.7","","","","1"
"2018-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","141.8","","","","1"
"2018-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","141.6","","","","1"
"2018-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","141.1","","","","1"
"2018-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","141.4","","","","1"
"2018-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","140.7","","","","1"
"2018-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","140.5","","","","1"
"2019-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","140.5","","","","1"
"2019-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","142.0","","","","1"
"2019-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","143.1","","","","1"
"2019-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","143.7","","","","1"
"2019-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","144.0","","","","1"
"2019-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","142.7","","","","1"
"2019-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","143.6","","","","1"
"2019-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","143.4","","","","1"
"2019-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","142.9","","","","1"
"2019-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","143.6","","","","1"
"2019-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","143.6","","","","1"
"2019-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","143.7","","","","1"
"2020-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","144.7","","","","1"
"2020-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","145.5","","","","1"
"2020-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","144.1","","","","1"
"2020-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","143.0","","","","1"
"2020-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","144.1","","","","1"
"2020-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","145.0","","","","1"
"2020-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","144.9","","","","1"
"2020-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","144.2","","","","1"
"2020-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","145.0","","","","1"
"2020-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","145.2","","","","1"
"2020-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","145.4","","","","1"
"2020-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","144.8","","","","1"
"2021-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","145.8","","","","1"
"2021-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","146.4","","","","1"
"2021-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","146.9","","","","1"
"2021-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","147.7","","","","1"
"2021-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","148.6","","","","1"
"2021-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","148.9","","","","1"
"2021-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","150.3","","","","1"
"2021-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","151.0","","","","1"
"2021-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","150.8","","","","1"
"2021-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","151.5","","","","1"
"2021-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","151.6","","","","1"
"2021-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","151.7","","","","1"
"2022-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","152.8","","","","1"
"2022-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","154.5","","","","1"
"2022-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","156.5","","","","1"
"2022-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","157.0","","","","1"
"2022-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","159.2","","","","1"
"2022-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","161.4","","","","1"
"2022-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","161.4","","","","1"
"2022-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","160.0","","","","1"
"2022-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","160.1","","","","1"
"2022-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","161.8","","","","1"
"2022-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","161.6","","","","1"
"2022-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","160.8","","","","1"
"2023-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","160.5","","","","1"
"2023-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","160.1","","","","1"
"2023-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","161.7","","","","1"
"2023-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","163.7","","","","1"
"2023-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","164.1","","","","1"
"2023-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","164.4","","","","1"
"2023-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","166.0","","","","1"
"2023-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","166.8","","","","1"
"2023-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","166.0","","","","1"
"2023-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","165.2","","","","1"
"2023-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","165.6","","","","1"
"2023-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","165.6","","","","1"
"2024-01","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","165.9","","","","1"
"2024-02","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","166.8","","","","1"
"2024-03","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","167.3","","","","1"
"2024-04","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","168.6","","","","1"
"2024-05","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","169.1","","","","1"
"2024-06","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","169.4","","","","1"
"2024-07","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","170.4","","","","1"
"2024-08","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","170.2","","","","1"
"2024-09","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","169.2","","","","1"
"2024-10","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","170.1","","","","1"
"2024-11","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","170.2","","","","1"
"2024-12","Alberta","2016A000248","All-items","2002=100","17","units","0","v41692327","23.2","169.7","","","","1"
"2013-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","129.8","","","","1"
"2013-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","130.4","","","","1"
"2013-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","130.0","","","","1"
"2013-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","130.4","","","","1"
"2013-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","131.4","","","","1"
"2013-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","129.7","","","","1"
"2013-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","131.4","","","","1"
"2013-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","132.2","","","","1"
"2013-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","131.5","","","","1"
"2013-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","130.5","","","","1"
"2013-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","131.2","","","","1"
"2013-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","131.1","","","","1"
"2014-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","132.4","","","","1"
"2014-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","133.2","","","","1"
"2014-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","134.1","","","","1"
"2014-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","133.3","","","","1"
"2014-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","134.6","","","","1"
"2014-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","134.6","","","","1"
"2014-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","135.0","","","","1"
"2014-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","135.1","","","","1"
"2014-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","135.0","","","","1"
"2014-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","134.8","","","","1"
"2014-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","136.3","","","","1"
"2014-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","136.4","","","","1"
"2015-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","138.2","","","","1"
"2015-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","138.3","","","","1"
"2015-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","138.3","","","","1"
"2015-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","138.3","","","","1"
"2015-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","139.6","","","","1"
"2015-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","139.7","","","","1"
"2015-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","140.0","","","","1"
"2015-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","140.0","","","","1"
"2015-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","140.1","","","","1"
"2015-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","140.1","","","","1"
"2015-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","140.9","","","","1"
"2015-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","141.5","","","","1"
"2016-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","143.7","","","","1"
"2016-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.7","","","","1"
"2016-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.2","","","","1"
"2016-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.3","","","","1"
"2016-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.4","","","","1"
"2016-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.3","","","","1"
"2016-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.6","","","","1"
"2016-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","143.2","","","","1"
"2016-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","139.6","","","","1"
"2016-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","138.4","","","","1"
"2016-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","139.3","","","","1"
"2016-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","139.8","","","","1"
"2017-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","139.9","","","","1"
"2017-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","140.6","","","","1"
"2017-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","141.2","","","","1"
"2017-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","140.4","","","","1"
"2017-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.0","","","","1"
"2017-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.3","","","","1"
"2017-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.8","","","","1"
"2017-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","143.1","","","","1"
"2017-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.1","","","","1"
"2017-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","141.3","","","","1"
"2017-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.6","","","","1"
"2017-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.2","","","","1"
"2018-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","143.7","","","","1"
"2018-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","143.0","","","","1"
"2018-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","143.1","","","","1"
"2018-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","142.7","","","","1"
"2018-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","143.0","","","","1"
"2018-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","143.2","","","","1"
"2018-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","144.0","","","","1"
"2018-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","144.5","","","","1"
"2018-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","144.4","","","","1"
"2018-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","144.5","","","","1"
"2018-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","145.3","","","","1"
"2018-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","145.6","","","","1"
"2019-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","146.8","","","","1"
"2019-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","147.8","","","","1"
"2019-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","148.2","","","","1"
"2019-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","147.6","","","","1"
"2019-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","148.3","","","","1"
"2019-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","149.5","","","","1"
"2019-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","150.8","","","","1"
"2019-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","150.1","","","","1"
"2019-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","150.0","","","","1"
"2019-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","150.3","","","","1"
"2019-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","150.6","","","","1"
"2019-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","150.7","","","","1"
"2020-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","153.6","","","","1"
"2020-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","152.7","","","","1"
"2020-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","153.3","","","","1"
"2020-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","153.0","","","","1"
"2020-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","154.1","","","","1"
"2020-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","154.0","","","","1"
"2020-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","153.6","","","","1"
"2020-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","152.4","","","","1"
"2020-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","152.4","","","","1"
"2020-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","152.7","","","","1"
"2020-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","153.7","","","","1"
"2020-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","152.5","","","","1"
"2021-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","154.1","","","","1"
"2021-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","155.0","","","","1"
"2021-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","155.9","","","","1"
"2021-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","155.5","","","","1"
"2021-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","157.4","","","","1"
"2021-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","157.4","","","","1"
"2021-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","157.3","","","","1"
"2021-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","157.7","","","","1"
"2021-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","158.7","","","","1"
"2021-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","158.8","","","","1"
"2021-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","159.8","","","","1"
"2021-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","160.5","","","","1"
"2022-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","162.9","","","","1"
"2022-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","164.6","","","","1"
"2022-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","166.5","","","","1"
"2022-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","167.5","","","","1"
"2022-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","168.8","","","","1"
"2022-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","169.3","","","","1"
"2022-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","170.5","","","","1"
"2022-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","172.6","","","","1"
"2022-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","174.1","","","","1"
"2022-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","175.1","","","","1"
"2022-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","176.7","","","","1"
"2022-12","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","176.6","","","","1"
"2023-01","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","180.0","","","","1"
"2023-02","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","180.5","","","","1"
"2023-03","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","180.5","","","","1"
"2023-04","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","181.1","","","","1"
"2023-05","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","182.8","","","","1"
"2023-06","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","182.7","","","","1"
"2023-07","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","183.5","","","","1"
"2023-08","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","183.3","","","","1"
"2023-09","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","183.6","","","","1"
"2023-10","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","183.4","","","","1"
"2023-11","Alberta","2016A000248","Food","2002=100","17","units","0","v41692328","23.3","184.8","","","","1"
