"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-06","2014","02","06","","-9.5","","-24.9","","-17.2","","35.2","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-07","2014","02","07","","-13.2","","-21.5","","-17.4","","35.4","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-08","2014","02","08","","-15.2","","-23.9","","-19.6","","37.6","","0.0","","","M","","M","0.7","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-09","2014","02","09","","-18.6","","-25.6","","-22.1","","40.1","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-10","2014","02","10","","-14.3","","-26.6","","-20.5","","38.5","","0.0","","","M","","M","0.2","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-11","2014","02","11","","-16.4","","-21.5","","-19.0","","37.0","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-12","2014","02","12","","-3.9","","-20.9","","-12.4","","30.4","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-13","2014","02","13","","5.5","","-12.0","","-3.3","","21.3","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-14","2014","02","14","","4.6","","-8.3","","-1.9","","19.9","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-15","2014","02","15","","5.1","","-7.1","","-1.0","","19.0","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-16","2014","02","16","","3.7","","-6.8","","-1.6","","19.6","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-17","2014","02","17","","4.7","","-4.4","","0.2","","17.8","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-18","2014","02","18","","3.8","","-5.5","","-0.9","","18.9","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-19","2014","02","19","","1.1","","-6.0","","-2.5","","20.5","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-20","2014","02","20","","2.6","","-7.3","","-2.4","","20.4","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-21","2014","02","21","","-2.6","","-13.2","","-7.9","","25.9","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-22","2014","02","22","","-12.3","","-18.0","","-15.2","","33.2","","0.0","","","M","","M","0.6","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-23","2014","02","23","","-17.7","","-23.9","","-20.8","","38.8","","0.0","","","M","","M","0.6","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-24","2014","02","24","","-9.3","","-27.6","","-18.5","","36.5","","0.0","","","M","","M","0.2","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-25","2014","02","25","","-6.3","","-21.6","","-14.0","","32.0","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-26","2014","02","26","","1.3","","-11.7","","-5.2","","23.2","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-27","2014","02","27","","-1.4","","-14.5","","-8.0","","26.0","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-02-28","2014","02","28","","-14.0","","-27.4","","-20.7","","38.7","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-01","2014","03","01","","-25.3","","-30.2","","-27.8","","45.8","","0.0","","","M","","M","0.2","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-02","2014","03","02","","-22.0","","-30.0","","-26.0","","44.0","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-03","2014","03","03","","-19.0","","-23.7","","-21.4","","39.4","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-04","2014","03","04","","-15.2","","-20.6","","-17.9","","35.9","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-05","2014","03","05","","-14.3","","-20.7","","-17.5","","35.5","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-06","2014","03","06","","-13.9","","-18.3","","-16.1","","34.1","","0.0","","","M","","M","0.4","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-07","2014","03","07","","-0.4","","-17.7","","-9.1","","27.1","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-08","2014","03","08","","12.3","","-4.9","","3.7","","14.3","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-09","2014","03","09","","11.5","","-2.0","","4.8","","13.2","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-10","2014","03","10","","6.0","","-2.2","","1.9","","16.1","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-11","2014","03","11","","8.8","","-5.3","","1.8","","16.2","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-12","2014","03","12","","14.8","","4.7","","9.8","","8.2","","0.0","","","M","","M","0.0","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-13","2014","03","13","","6.8","","-1.9","","2.5","","15.5","","0.0","","","M","","M","0.0","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-14","2014","03","14","","8.4","","-3.1","","2.7","","15.3","","0.0","","","M","","M","0.0","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-15","2014","03","15","","9.8","","-2.9","","3.5","","14.5","","0.0","","","M","","M","0.8","","3","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-16","2014","03","16","","11.8","","-0.2","","5.8","","12.2","","0.0","","","M","","M","0.0","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-17","2014","03","17","","6.5","","-0.2","","3.2","","14.8","","0.0","","","M","","M","0.0","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-18","2014","03","18","","4.6","","-3.9","","0.4","","17.6","","0.0","","","M","","M","3.7","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-19","2014","03","19","","","M","-0.7","E","","M","","M","","M","","M","","M","","M","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-20","2014","03","20","","2.5","","-10.6","","-4.1","","22.1","","0.0","","","M","","M","1.5","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-21","2014","03","21","","-10.2","","-15.0","","-12.6","","30.6","","0.0","","","M","","M","0.4","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-22","2014","03","22","","-9.8","","-15.5","","-12.7","","30.7","","0.0","","","M","","M","0.4","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-23","2014","03","23","","-8.1","","-14.4","","-11.3","","29.3","","0.0","","","M","","M","0.8","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-24","2014","03","24","","-7.6","","-12.7","","-10.2","","28.2","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-25","2014","03","25","","-5.1","","-10.0","","-7.6","","25.6","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-26","2014","03","26","","-7.2","","-11.2","","-9.2","","27.2","","0.0","","","M","","M","1.6","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-27","2014","03","27","","-7.4","","-10.6","","-9.0","","27.0","","0.0","","","M","","M","0.9","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-28","2014","03","28","","-4.9","","-10.9","","-7.9","","25.9","","0.0","","","M","","M","0.0","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-29","2014","03","29","","-4.8","","-12.0","","-8.4","","26.4","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-30","2014","03","30","","-5.4","","-12.5","","-9.0","","27.0","","0.0","","","M","","M","1.4","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-03-31","2014","03","31","","-9.3","","-14.6","","-12.0","","30.0","","0.0","","","M","","M","0.4","","10","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-01","2014","04","01","","-1.7","","-11.5","","-6.6","","24.6","","0.0","","","M","","M","0.0","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-02","2014","04","02","","1.2","","-4.5","","-1.7","","19.7","","0.0","","","M","","M","0.4","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-03","2014","04","03","","-0.4","","-5.5","","-3.0","","21.0","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-04","2014","04","04","","11.0","","-2.9","","4.1","","13.9","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-05","2014","04","05","","10.4","","-1.4","","4.5","","13.5","","0.0","","","M","","M","0.0","","0","T","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-06","2014","04","06","","8.7","","0.3","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-07","2014","04","07","","16.5","","-1.1","","7.7","","10.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-08","2014","04","08","","19.2","","2.8","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-09","2014","04","09","","11.8","","0.3","","6.1","","11.9","","0.0","","","M","","M","0.5","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-10","2014","04","10","","14.7","","-1.7","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-11","2014","04","11","","13.2","","0.4","","6.8","","11.2","","0.0","","","M","","M","1.2","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-12","2014","04","12","","0.7","","-5.7","","-2.5","","20.5","","0.0","","","M","","M","0.5","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-13","2014","04","13","","4.4","","-7.0","","-1.3","","19.3","","0.0","","","M","","M","0.0","","0","T","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-14","2014","04","14","","15.5","","-4.7","","5.4","","12.6","","0.0","","","M","","M","0.0","","0","T","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-15","2014","04","15","","9.3","","-0.1","","4.6","","13.4","","0.0","","","M","","M","1.4","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-16","2014","04","16","","-0.1","","-3.9","","-2.0","","20.0","","0.0","","","M","","M","3.7","","1","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-17","2014","04","17","","5.1","","-2.5","","1.3","","16.7","","0.0","","","M","","M","0.0","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-18","2014","04","18","","1.4","","-2.3","","-0.5","","18.5","","0.0","","","M","","M","5.1","","0","T","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-19","2014","04","19","","11.5","","-2.3","","4.6","","13.4","","0.0","","","M","","M","0.0","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-20","2014","04","20","","15.2","","3.7","","9.5","","8.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-21","2014","04","21","","17.0","","0.5","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-22","2014","04","22","","16.9","","0.9","","8.9","","9.1","","0.0","","","M","","M","4.6","","0","T","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-23","2014","04","23","","13.2","","1.8","","7.5","","10.5","","0.0","","","M","","M","0.2","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-24","2014","04","24","","12.4","","-3.8","","4.3","","13.7","","0.0","","","M","","M","0.2","","0","T","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-25","2014","04","25","","6.6","","0.6","","3.6","","14.4","","0.0","","","M","","M","0.0","","0","T","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-26","2014","04","26","","3.7","","-0.6","","1.6","","16.4","","0.0","","","M","","M","2.9","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-27","2014","04","27","","12.7","","-1.3","","5.7","","12.3","","0.0","","","M","","M","0.2","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-28","2014","04","28","","12.4","","1.7","","7.1","","10.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-29","2014","04","29","","16.6","","-0.1","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-04-30","2014","04","30","","20.2","","1.7","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-01","2014","05","01","","21.5","","8.2","","14.9","","3.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-02","2014","05","02","","10.7","","0.1","","5.4","","12.6","","0.0","","","M","","M","17.1","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-03","2014","05","03","","0.2","","-2.6","","-1.2","","19.2","","0.0","","","M","","M","8.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-04","2014","05","04","","2.4","","-1.0","","0.7","","17.3","","0.0","","","M","","M","5.5","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-05","2014","05","05","","3.7","","-0.9","","1.4","","16.6","","0.0","","","M","","M","0.5","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-06","2014","05","06","","2.7","","-2.1","","0.3","","17.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-07","2014","05","07","","9.8","","-5.9","","2.0","","16.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-08","2014","05","08","","16.9","","-1.7","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-09","2014","05","09","","9.5","","1.5","","5.5","","12.5","","0.0","","","M","","M","3.8","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-10","2014","05","10","","9.9","","-1.0","","4.5","","13.5","","0.0","","","M","","M","0.6","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-11","2014","05","11","","11.6","","-3.0","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-12","2014","05","12","","16.5","","-1.7","","7.4","","10.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-13","2014","05","13","","17.9","","2.5","","10.2","","7.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-14","2014","05","14","","20.8","","2.4","","11.6","","6.4","","0.0","","","M","","M","","M","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-15","2014","05","15","","16.3","","3.9","","10.1","","7.9","","0.0","","","M","","M","0.8","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-16","2014","05","16","","14.1","","2.9","","8.5","","9.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-17","2014","05","17","","17.9","","3.4","","10.7","","7.3","","0.0","","","M","","M","0.4","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-18","2014","05","18","","13.6","","7.2","","10.4","","7.6","","0.0","","","M","","M","0.8","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-19","2014","05","19","","16.8","","6.8","","11.8","","6.2","","0.0","","","M","","M","0.2","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-20","2014","05","20","","20.1","","5.7","","12.9","","5.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-21","2014","05","21","","24.0","","6.4","","15.2","","2.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-22","2014","05","22","","25.8","","7.3","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-23","2014","05","23","","25.5","","12.4","","19.0","","0.0","","1.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-24","2014","05","24","","20.0","","8.1","","14.1","","3.9","","0.0","","","M","","M","0.4","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-25","2014","05","25","","18.9","","6.3","","12.6","","5.4","","0.0","","","M","","M","1.4","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-26","2014","05","26","","20.6","","6.5","","13.6","","4.4","","0.0","","","M","","M","0.3","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-27","2014","05","27","","18.7","","3.7","","11.2","","6.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-28","2014","05","28","","10.7","","6.5","","8.6","","9.4","","0.0","","","M","","M","4.4","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-29","2014","05","29","","17.4","","4.5","","11.0","","7.0","","0.0","","","M","","M","10.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-30","2014","05","30","","20.3","","5.9","","13.1","","4.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-05-31","2014","05","31","","20.2","","7.0","","13.6","","4.4","","0.0","","","M","","M","1.3","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2014-06-01","2014","06","01","","19.6","","4.8","","12.2","","5.8","","0.0","","","M","","M","3.7","","","","","M","","M"
