"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-01-26","2013","01","26","","0.3","","-11.2","","-5.5","","23.5","","0.0","","","M","","M","0.2","","16","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-01-27","2013","01","27","","2.5","","-10.7","","-4.1","","22.1","","0.0","","","M","","M","0.0","","16","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-01-28","2013","01","28","","1.8","","-11.8","","-5.0","","23.0","","0.0","","0.0","","","M","0.5","","16","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-01-29","2013","01","29","","-11.8","","-23.9","","-17.9","","35.9","","0.0","","","M","","M","0.4","","16","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-01-30","2013","01","30","","-7.7","","-19.8","","-13.8","","31.8","","0.0","","0.0","","","M","0.5","","16","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-01-31","2013","01","31","","1.2","","-17.6","","-8.2","","26.2","","0.0","","","M","","M","0.0","","17","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-01","2013","02","01","","7.3","","-5.3","","1.0","","17.0","","0.0","","","M","","M","0.0","","17","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-02","2013","02","02","","8.7","","-7.3","","0.7","","17.3","","0.0","","","M","","M","0.0","","16","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-03","2013","02","03","","5.7","","-2.5","","1.6","","16.4","","0.0","","","M","","M","0.0","","15","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-04","2013","02","04","","7.4","","-3.1","","2.2","","15.8","","0.0","","","M","","M","0.0","","14","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-05","2013","02","05","","6.4","","-7.3","","-0.5","","18.5","","0.0","","","M","","M","0.0","","13","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-06","2013","02","06","","6.9","","-5.7","","0.6","","17.4","","0.0","","","M","","M","0.0","","13","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-07","2013","02","07","","5.8","","-5.0","","0.4","","17.6","","0.0","","","M","","M","0.0","","12","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-08","2013","02","08","","5.5","","-4.9","","0.3","","17.7","","0.0","","","M","","M","0.0","","12","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-09","2013","02","09","","2.9","","-2.6","","0.2","","17.8","","0.0","","","M","","M","0.0","","12","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-10","2013","02","10","","-0.8","","-7.7","","-4.3","","22.3","","0.0","","","M","","M","0.0","","12","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-11","2013","02","11","","5.5","","-6.0","","-0.3","","18.3","","0.0","","","M","","M","0.0","","12","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-12","2013","02","12","","8.7","","-4.1","","2.3","","15.7","","0.0","","","M","","M","0.0","","10","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-13","2013","02","13","","5.6","","-5.9","","-0.2","","18.2","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-14","2013","02","14","","2.1","","-9.5","","-3.7","","21.7","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-15","2013","02","15","","11.4","","-7.5","","2.0","","16.0","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-16","2013","02","16","","10.6","","0.4","","5.5","","12.5","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-17","2013","02","17","","0.5","","-7.8","","-3.7","","21.7","","0.0","","","M","","M","0.3","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-18","2013","02","18","","-3.1","","-8.7","","-5.9","","23.9","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-19","2013","02","19","","-3.7","","-8.5","","-6.1","","24.1","","0.0","","","M","","M","0.2","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-20","2013","02","20","","-5.7","","-9.1","","-7.4","","25.4","","0.0","","0.0","","","M","1.3","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-21","2013","02","21","","1.7","","-13.3","","-5.8","","23.8","","0.0","","","M","","M","0.0","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-22","2013","02","22","","5.3","","-7.8","","-1.3","","19.3","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-23","2013","02","23","","4.0","","-6.8","","-1.4","","19.4","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-24","2013","02","24","","7.7","","-7.2","","0.3","","17.7","","0.0","","","M","","M","0.0","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-25","2013","02","25","","4.9","","-4.8","","0.1","","17.9","","0.0","","0.0","","","M","1.2","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-26","2013","02","26","","-3.5","","-7.9","","-5.7","","23.7","","0.0","","","M","","M","1.5","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-27","2013","02","27","","4.6","","-7.3","","-1.4","","19.4","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-02-28","2013","02","28","","6.9","","-5.5","","0.7","","17.3","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-01","2013","03","01","","11.0","","-2.3","","4.4","","13.6","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-02","2013","03","02","","1.1","","-5.0","","-2.0","","20.0","","0.0","","","M","","M","0.0","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-03","2013","03","03","","-3.8","","-5.6","","-4.7","","22.7","","0.0","","0.0","","","M","5.9","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-04","2013","03","04","","-5.3","","-10.5","","-7.9","","25.9","","0.0","","","M","","M","0.4","","12","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-05","2013","03","05","","-6.8","","-12.2","","-9.5","","27.5","","0.0","","","M","","M","0.0","","11","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-06","2013","03","06","","-6.2","","-10.2","","-8.2","","26.2","","0.0","","0.0","","","M","4.0","","10","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-07","2013","03","07","","-7.9","","-13.1","","-10.5","","28.5","","0.0","","","M","","M","0.6","","14","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-08","2013","03","08","","0.4","","-12.3","","-6.0","","24.0","","0.0","","","M","","M","0.0","","13","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-09","2013","03","09","","3.6","","-5.8","","-1.1","","19.1","","0.0","","","M","","M","0.0","","11","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-10","2013","03","10","","7.5","","-5.0","","1.3","","16.7","","0.0","","","M","","M","0.0","","10","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-11","2013","03","11","","-0.9","","-5.5","","-3.2","","21.2","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-12","2013","03","12","","5.0","","-6.7","","-0.9","","18.9","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-13","2013","03","13","","12.8","","-3.1","","4.9","","13.1","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-14","2013","03","14","","4.7","","-13.9","","-4.6","","22.6","","0.0","","","M","","M","0.2","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-15","2013","03","15","","-7.6","","-13.6","","-10.6","","28.6","","0.0","","","M","","M","0.2","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-16","2013","03","16","","-8.5","","-12.7","","-10.6","","28.6","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-17","2013","03","17","","-10.6","","-14.9","","-12.8","","30.8","","0.0","","","M","","M","1.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-18","2013","03","18","","-2.9","","-15.5","","-9.2","","27.2","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-19","2013","03","19","","2.5","","-13.1","","-5.3","","23.3","","0.0","","","M","","M","0.0","","4","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-20","2013","03","20","","14.0","","-3.6","","5.2","","12.8","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-21","2013","03","21","","5.4","","-6.2","","-0.4","","18.4","","0.0","","","M","","M","0.2","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-22","2013","03","22","","-3.9","","-11.3","","-7.6","","25.6","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-23","2013","03","23","","-3.6","","-12.7","","-8.2","","26.2","","0.0","","","M","","M","0.2","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-24","2013","03","24","","0.1","","-12.6","","-6.3","","24.3","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-25","2013","03","25","","5.4","","-8.4","","-1.5","","19.5","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-26","2013","03","26","","6.2","","-7.2","","-0.5","","18.5","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-27","2013","03","27","","8.7","","-4.2","","2.3","","15.7","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-28","2013","03","28","","11.4","","-4.1","","3.7","","14.3","","0.0","","","M","","M","0.0","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-29","2013","03","29","","12.5","","-3.2","","4.7","","13.3","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-30","2013","03","30","","10.8","","-1.2","","4.8","","13.2","","0.0","","","M","","M","0.0","","3","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-03-31","2013","03","31","","9.5","","-1.0","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-01","2013","04","01","","10.4","","-4.7","","2.9","","15.1","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-02","2013","04","02","","19.1","","-3.5","","7.8","","10.2","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-03","2013","04","03","","9.8","","-0.6","","4.6","","13.4","","0.0","","","M","","M","0.2","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-04","2013","04","04","","6.5","","-2.1","","2.2","","15.8","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-05","2013","04","05","","4.8","","-3.2","","0.8","","17.2","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-06","2013","04","06","","-1.5","","-4.0","","-2.8","","20.8","","0.0","","0.0","","","M","1.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-07","2013","04","07","","-1.9","","-6.5","","-4.2","","22.2","","0.0","","0.0","","","M","2.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-08","2013","04","08","","-3.2","","-10.4","","-6.8","","24.8","","0.0","","","M","","M","0.6","","9","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-09","2013","04","09","","5.6","","-10.6","","-2.5","","20.5","","0.0","","","M","","M","0.0","","5","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-10","2013","04","10","","10.6","","-2.6","","4.0","","14.0","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-11","2013","04","11","","","","","","","","","","","","","","","","","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-12","2013","04","12","","6.0","","-7.4","","-0.7","","18.7","","0.0","","","M","","M","0.2","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-13","2013","04","13","","2.3","","-4.2","","-1.0","","19.0","","0.0","","0.0","","","M","3.5","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-14","2013","04","14","","-3.5","","-7.7","","-5.6","","23.6","","0.0","","","M","","M","2.0","","10","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-15","2013","04","15","","-2.8","","-8.8","","-5.8","","23.8","","0.0","","","M","","M","0.6","","10","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-16","2013","04","16","","0.6","","-6.8","","-3.1","","21.1","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-17","2013","04","17","","6.5","","-10.1","","-1.8","","19.8","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-18","2013","04","18","","9.1","","-2.1","","3.5","","14.5","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-19","2013","04","19","","11.2","","-1.4","","4.9","","13.1","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-20","2013","04","20","","3.4","","-3.8","","-0.2","","18.2","","0.0","","","M","","M","0.0","","8","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-21","2013","04","21","","-0.7","","-6.8","","-3.8","","21.8","","0.0","","","M","","M","0.2","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-22","2013","04","22","","9.1","","-8.0","","0.6","","17.4","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-23","2013","04","23","","7.9","","-4.2","","1.9","","16.1","","0.0","","","M","","M","0.0","","6","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-24","2013","04","24","","13.6","","-3.2","","5.2","","12.8","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-25","2013","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-26","2013","04","26","","20.9","","8.4","","14.7","","3.3","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-27","2013","04","27","","18.2","","3.9","","11.1","","6.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-28","2013","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-29","2013","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-04-30","2013","04","30","","3.3","","-6.7","","-1.7","","19.7","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-01","2013","05","01","","10.9","","-8.6","","1.2","","16.8","","0.0","","","M","","M","0.0","","7","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-02","2013","05","02","","19.1","","-0.3","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-03","2013","05","03","","15.9","","4.8","","10.4","","7.6","","0.0","","","M","","M","1.2","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-04","2013","05","04","","18.8","","2.8","","10.8","","7.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-05","2013","05","05","","23.4","","3.0","","13.2","","4.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-06","2013","05","06","","27.1","","5.9","","16.5","","1.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-07","2013","05","07","","15.5","","7.1","","11.3","","6.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-08","2013","05","08","","21.0","","4.5","","12.8","","5.2","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-09","2013","05","09","","26.4","","5.3","","15.9","","2.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-10","2013","05","10","","16.9","","3.2","","10.1","","7.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-11","2013","05","11","","27.7","","5.4","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-12","2013","05","12","","28.4","","13.9","","21.2","","0.0","","3.2","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-13","2013","05","13","","21.8","","10.3","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-14","2013","05","14","","15.0","","7.4","","11.2","","6.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-15","2013","05","15","","18.1","","6.2","","12.2","","5.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-16","2013","05","16","","16.5","","5.1","","10.8","","7.2","","0.0","","","M","","M","2.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-17","2013","05","17","","17.2","","1.4","","9.3","","8.7","","0.0","","","M","","M","0.2","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-18","2013","05","18","","21.0","","2.0","","11.5","","6.5","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-19","2013","05","19","","16.0","","7.7","","11.9","","6.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-20","2013","05","20","","20.0","","3.9","","12.0","","6.0","","0.0","","","M","","M","0.2","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-21","2013","05","21","","22.4","","6.1","","14.3","","3.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-22","2013","05","22","","14.8","","4.4","","9.6","","8.4","","0.0","","","M","","M","2.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-23","2013","05","23","","14.1","","6.4","","10.3","","7.7","","0.0","","","M","","M","25.3","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-24","2013","05","24","","8.0","","4.2","","6.1","","11.9","","0.0","","","M","","M","52.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-25","2013","05","25","","14.6","","3.9","","9.3","","8.7","","0.0","","","M","","M","9.4","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-26","2013","05","26","","17.8","","1.9","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-27","2013","05","27","","19.2","","4.9","","12.1","","5.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-28","2013","05","28","","16.7","","8.1","","12.4","","5.6","","0.0","","","M","","M","2.5","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-29","2013","05","29","","16.2","","8.4","","12.3","","5.7","","0.0","","","M","","M","9.4","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-30","2013","05","30","","12.0","","9.2","","10.6","","7.4","","0.0","","","M","","M","10.8","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-05-31","2013","05","31","","15.3","","8.8","","12.1","","5.9","","0.0","","","M","","M","2.4","","","","","M","","M"
"-114.00","51.11","CALGARY INT'L CS","3031094","2013-06-01","2013","06","01","","17.2","","5.6","","11.4","","6.6","","0.0","","","M","","M","0.2","","","","","M","","M"
