_id,Date,Total calls handled,Total calls coded,Code 1A - Referral to a Sleeping/Resting Space,Code 1B - External Transfer to AWHL,Code 1C - Referral to Eviction Prevention Service,Code 1D - Declined Shelter/Resting Space,Code 2A - Internal Transfer to CI,Code 2B - External Transfer - Homelessness-related,Code 2C - Information - Homelessness & Prevention Services,Code 2D - Information - Non-Homelessness-related,Code 3A - Shelter Space Unavailable - Family,Code 3B - Shelter Space Unavailable - Individuals/Couples,Code 3C - Follow-up / Check on Placement,Code 4A - Dead Air,Code 4B - Disconnected - No Outcome
457,2022-02-02,537,450,93,2,4,44,0,7,70,12,24,61,77,27,29
458,2022-02-03,630,519,109,3,2,49,0,13,88,22,18,70,71,27,47
459,2022-02-04,513,425,78,1,4,23,1,6,80,22,19,67,78,23,23
460,2022-02-05,373,317,60,2,0,35,0,3,58,14,8,26,71,11,29
461,2022-02-06,407,316,36,0,0,27,6,5,44,8,10,62,70,18,30
462,2022-02-07,544,452,56,1,4,21,4,12,78,6,18,132,68,26,26
463,2022-02-08,500,409,62,2,3,28,0,6,65,12,20,80,96,16,19
464,2022-02-09,621,498,37,1,5,13,3,6,76,11,36,143,128,11,28
465,2022-02-10,569,436,48,5,5,37,2,6,70,13,20,107,82,12,29
466,2022-02-11,473,344,57,0,2,20,2,1,54,11,16,65,82,25,9
467,2022-02-12,379,281,63,1,0,24,0,5,54,9,9,31,47,9,29
468,2022-02-13,399,310,56,1,0,19,1,5,79,9,9,55,35,12,29
469,2022-02-14,575,463,67,3,2,26,3,11,80,24,18,108,88,11,22
470,2022-02-15,548,447,67,2,2,43,3,7,66,18,12,75,102,13,37
471,2022-02-16,569,436,66,0,5,39,2,11,66,14,17,89,85,8,34
472,2022-02-17,669,528,82,2,3,56,3,9,85,17,14,106,89,21,41
473,2022-02-18,542,451,47,1,7,29,1,3,69,19,13,119,93,26,24
474,2022-02-19,501,403,50,3,0,26,2,5,46,12,11,106,93,19,30
475,2022-02-20,427,347,35,1,0,19,0,4,55,5,6,124,67,14,17
476,2022-02-21,496,413,52,0,3,36,3,5,70,16,10,94,68,17,39
477,2022-02-22,485,397,56,2,3,28,1,5,47,16,23,82,81,23,30
478,2022-02-23,546,432,67,0,2,30,4,10,73,11,9,95,82,14,35
479,2022-02-24,580,455,58,2,4,37,1,4,77,21,18,102,76,22,33
480,2022-02-25,482,399,57,5,4,23,4,1,48,6,11,93,85,24,38
481,2022-02-26,481,395,45,5,1,30,0,8,43,25,12,71,90,18,47
482,2022-02-27,410,322,51,0,0,28,2,6,51,12,6,67,54,18,27
483,2022-02-28,494,402,48,3,7,31,0,6,57,5,23,106,65,20,31
484,2022-03-01,583,463,63,1,4,20,4,8,66,16,22,105,96,28,30
485,2022-03-02,606,502,68,3,5,36,3,9,62,15,19,89,115,36,42
486,2022-03-03,591,446,52,2,1,17,1,9,69,20,16,102,90,33,34
487,2022-03-04,469,365,56,1,4,28,2,9,51,14,15,70,66,22,27
488,2022-03-05,479,348,55,0,0,47,1,3,42,14,12,49,74,21,30
489,2022-03-06,535,439,44,1,0,33,0,5,40,16,17,128,64,36,55
490,2022-03-07,521,425,30,0,1,15,2,4,56,6,20,174,63,23,31
491,2022-03-08,677,563,41,3,2,21,2,4,72,13,21,181,120,36,47
492,2022-03-09,668,596,73,0,1,23,1,4,81,9,20,169,128,35,52
493,2022-03-10,554,461,61,3,3,24,2,4,76,7,12,122,96,18,33
494,2022-03-11,491,407,94,1,3,34,1,4,63,13,9,69,69,15,32
495,2022-03-12,417,353,81,1,0,42,0,1,67,7,1,40,69,19,25
496,2022-03-13,409,311,53,2,0,34,2,1,41,7,5,70,49,15,32
497,2022-03-14,433,349,54,2,2,24,1,4,55,4,17,92,43,23,28
498,2022-03-15,498,404,27,1,2,9,1,3,61,5,9,133,93,24,36
499,2022-03-16,602,490,43,0,6,19,0,2,56,4,12,173,115,25,35
500,2022-03-17,561,442,43,0,4,24,1,4,52,9,10,130,120,20,25
501,2022-03-18,514,406,53,2,0,23,0,0,49,15,18,107,83,37,19
502,2022-03-19,452,383,31,0,0,26,0,0,41,8,9,109,114,29,16
503,2022-03-20,476,374,24,4,0,13,0,9,47,2,12,125,102,17,19
504,2022-03-21,501,406,46,4,2,18,2,2,64,6,15,121,75,26,25
505,2022-03-22,533,432,42,0,1,15,1,4,54,4,9,162,85,26,29
506,2022-03-23,508,429,43,3,3,19,0,3,77,7,8,148,76,25,17
507,2022-03-24,607,473,39,4,0,9,1,5,81,5,10,154,122,20,23
508,2022-03-25,500,382,45,2,1,17,1,3,42,7,11,114,103,17,19
509,2022-03-26,464,365,43,0,0,19,1,5,55,4,4,75,103,28,28
510,2022-03-27,487,367,47,3,0,17,1,5,30,5,10,138,62,28,21
511,2022-03-28,451,346,29,0,2,17,1,3,49,4,18,126,47,20,30
512,2022-03-29,491,421,43,1,0,18,1,6,74,4,17,118,72,28,39
513,2022-03-30,533,428,31,4,3,11,0,0,71,4,7,138,98,36,25
514,2022-03-31,539,444,31,0,1,22,0,4,44,5,19,153,123,18,24
515,2022-04-01,382,308,36,1,1,15,0,4,30,4,30,77,66,26,18
516,2022-04-02,433,356,62,0,0,22,3,4,40,8,12,87,84,17,17
517,2022-04-03,427,333,57,1,0,22,2,5,37,13,10,89,65,10,22
518,2022-04-04,438,358,45,1,2,20,0,4,52,5,27,106,55,19,22
519,2022-04-05,403,334,44,3,0,9,2,4,38,5,9,110,78,14,18
520,2022-04-06,406,346,58,1,1,33,0,5,38,4,11,91,58,23,23
521,2022-04-07,455,389,41,2,3,25,2,6,44,19,7,103,77,36,24
522,2022-04-08,335,267,25,1,1,15,0,1,30,9,11,74,51,25,24
523,2022-04-09,404,347,44,1,0,14,0,3,27,16,9,111,65,26,31
524,2022-04-10,454,358,40,1,1,20,0,3,37,6,20,132,58,17,23
525,2022-04-11,433,358,35,2,3,13,0,10,39,7,15,129,53,26,26
526,2022-04-12,434,363,37,2,0,12,0,9,38,5,15,123,67,26,29
527,2022-04-13,471,383,41,0,0,19,1,3,57,9,16,97,80,36,24
528,2022-04-14,571,490,28,2,1,29,1,10,75,8,16,150,118,27,25
529,2022-04-15,524,453,30,3,1,29,1,4,50,14,11,142,112,27,29
530,2022-04-16,411,351,27,1,0,26,0,5,53,4,9,107,93,20,6
531,2022-04-17,416,363,33,1,1,36,2,2,40,10,11,114,58,29,26
532,2022-04-18,479,393,21,2,0,9,1,2,46,9,18,178,51,25,31
533,2022-04-19,327,263,38,0,1,6,0,2,35,7,17,88,35,15,19
534,2022-04-20,528,449,26,1,1,13,1,3,52,16,8,177,107,19,25
535,2022-04-21,454,381,28,0,2,9,2,3,47,8,20,144,65,23,30
536,2022-04-22,407,355,33,1,0,8,0,5,47,17,16,119,63,22,24
537,2022-04-23,440,381,29,2,1,24,1,2,37,13,9,120,90,36,17
538,2022-04-24,352,302,33,0,0,7,0,3,30,12,9,97,56,20,35
539,2022-04-25,395,329,31,3,2,14,0,4,48,7,22,118,39,23,18
540,2022-04-26,508,443,35,1,1,11,1,4,73,2,8,142,103,35,27
541,2022-04-27,455,383,45,0,2,25,0,8,70,12,17,94,54,38,18
542,2022-04-28,398,335,46,3,0,23,0,7,45,6,25,86,45,23,26
543,2022-04-29,373,321,19,1,2,11,0,4,34,5,17,98,79,33,18
544,2022-04-30,439,348,22,0,0,11,0,6,27,3,22,106,106,24,21
545,2022-05-01,469,371,30,1,0,7,0,3,34,4,21,140,79,30,22
546,2022-05-02,389,337,39,2,1,9,0,4,45,1,14,117,57,30,18
547,2022-05-03,437,392,36,0,1,11,0,7,43,7,13,150,59,40,25
548,2022-05-04,493,427,39,0,2,16,1,2,41,13,28,137,86,36,26
549,2022-05-05,498,419,38,4,4,12,2,5,40,7,21,146,94,36,10
550,2022-05-06,427,359,39,0,1,18,0,3,28,13,27,109,65,34,22
551,2022-05-07,472,365,39,3,0,15,0,3,31,6,7,145,44,41,31
552,2022-05-08,522,409,27,1,1,14,0,3,37,4,13,191,62,28,28
553,2022-05-09,420,352,28,1,1,13,0,2,37,4,24,138,57,33,14
554,2022-05-10,492,431,38,1,3,12,0,5,37,11,22,151,93,33,25
555,2022-05-11,560,489,31,4,2,7,0,1,52,22,20,179,121,21,29
556,2022-05-12,447,360,39,2,1,13,0,5,43,7,22,113,78,19,18
557,2022-05-13,454,371,29,1,1,15,0,2,32,5,23,141,82,26,14
558,2022-05-14,488,397,18,0,0,2,1,3,46,12,8,168,98,19,22
559,2022-05-15,552,448,23,2,0,9,0,2,38,7,19,219,92,22,15
560,2022-05-16,558,470,27,1,4,11,0,6,25,6,24,209,103,36,18
561,2022-05-17,448,404,33,2,1,9,1,5,37,6,19,130,101,30,30
562,2022-05-18,468,408,45,0,1,19,0,3,45,9,11,134,89,28,24
563,2022-05-19,493,436,31,0,1,6,0,2,44,12,13,169,94,22,42
564,2022-05-20,447,363,36,3,0,8,1,4,31,17,9,106,96,37,15
565,2022-05-21,397,321,26,2,0,8,0,2,46,11,12,89,91,24,10
566,2022-05-22,512,428,10,3,0,11,0,6,35,14,12,218,81,21,17
567,2022-05-23,509,438,15,2,0,4,0,4,47,11,12,204,98,16,25
568,2022-05-24,482,390,26,1,4,13,0,5,31,13,21,137,103,11,25
569,2022-05-25,553,455,29,0,3,14,1,4,27,14,14,122,167,24,36
570,2022-05-26,513,442,24,3,4,9,2,7,37,16,10,125,144,28,33
571,2022-05-27,525,448,32,2,3,13,1,5,47,19,14,122,140,28,22
572,2022-05-28,479,396,31,4,1,9,0,1,38,13,4,96,150,21,28
573,2022-05-29,462,412,32,1,0,19,1,8,39,12,10,87,162,9,32
574,2022-05-30,530,439,28,4,3,12,0,7,53,16,24,89,147,25,31
575,2022-05-31,690,586,28,1,1,12,1,3,44,22,22,158,208,40,46
576,2022-06-01,500,418,39,2,1,13,0,3,37,16,15,106,131,27,28
577,2022-06-02,491,396,46,2,2,15,1,1,34,12,18,110,108,32,15
578,2022-06-03,445,372,39,5,1,9,2,0,40,9,15,103,113,23,13
579,2022-06-04,437,362,26,0,0,4,0,3,35,6,14,88,138,25,23
580,2022-06-05,465,395,17,3,0,5,0,2,28,8,16,156,118,18,24
581,2022-06-06,480,404,37,2,0,10,0,4,40,10,23,137,103,24,14
582,2022-06-07,602,544,41,3,3,6,2,6,44,18,15,157,194,29,26
583,2022-06-08,539,456,28,1,0,14,0,3,44,11,10,115,169,30,31
584,2022-06-09,593,516,25,1,10,4,0,1,49,8,14,131,211,32,30
585,2022-06-10,598,513,31,2,5,17,0,4,54,16,19,136,172,25,32
586,2022-06-11,581,480,31,3,0,17,0,0,44,16,9,134,178,26,22
587,2022-06-12,563,480,26,1,0,10,0,4,49,9,13,117,194,15,42
588,2022-06-13,620,529,39,0,3,15,0,6,52,13,28,122,200,18,33
589,2022-06-14,560,486,29,1,1,11,0,6,43,9,26,134,183,17,26
590,2022-06-15,678,575,44,4,2,12,1,5,65,11,14,149,199,28,41
591,2022-06-16,611,509,45,1,1,19,0,9,48,20,15,127,169,15,40
592,2022-06-17,554,466,35,2,0,13,0,6,43,10,17,127,168,18,27
593,2022-06-18,589,477,28,3,0,17,0,1,40,11,12,124,203,8,30
594,2022-06-19,545,461,21,1,0,11,1,0,44,12,7,122,204,12,26
595,2022-06-20,367,298,23,1,2,8,0,3,27,16,12,76,104,13,13
596,2022-06-21,601,509,42,2,3,23,1,6,62,12,16,136,158,19,29
597,2022-06-22,643,543,32,1,1,20,1,8,63,22,15,119,199,29,33
598,2022-06-23,607,514,21,3,2,8,0,7,51,15,14,126,223,16,28
599,2022-06-24,527,457,27,0,0,9,1,2,59,8,14,129,168,29,11
600,2022-06-25,564,459,20,0,0,12,0,2,28,12,6,98,255,5,21
601,2022-06-26,571,493,21,1,0,10,0,4,31,4,8,116,255,19,24
602,2022-06-27,617,489,22,1,2,144,21,183,10,2,3,46,10,15,30
603,2022-06-28,508,436,27,2,1,102,18,175,9,1,2,33,4,25,37
604,2022-06-29,567,489,21,3,0,4,0,4,55,7,19,116,198,39,23
605,2022-06-30,558,458,23,0,1,5,0,1,44,12,29,112,176,24,31
606,2022-07-01,486,404,29,1,0,6,0,2,33,5,10,104,167,24,23
607,2022-07-02,506,403,27,0,0,11,0,2,28,5,13,89,188,13,27
608,2022-07-03,516,402,25,1,0,9,2,1,39,4,8,111,155,20,27
609,2022-07-04,469,392,38,0,0,15,0,2,29,3,13,91,165,26,10
610,2022-07-05,538,443,38,0,1,14,0,2,29,9,7,102,206,17,18
611,2022-07-06,570,472,33,1,2,19,0,1,46,14,14,99,186,41,16
612,2022-07-07,716,569,25,0,0,9,0,4,46,10,19,126,265,40,25
613,2022-07-08,494,383,31,0,0,11,0,3,32,7,12,93,159,20,15
614,2022-07-09,603,429,12,2,0,6,0,0,39,7,15,89,222,24,13
615,2022-07-10,626,536,14,0,0,7,0,2,39,5,11,140,273,19,26
616,2022-07-11,599,535,21,2,0,10,0,2,41,7,33,123,227,46,23
617,2022-07-12,735,619,43,0,1,16,0,5,35,7,20,142,269,44,37
618,2022-07-13,614,509,36,1,3,15,0,0,32,6,22,129,214,27,24
619,2022-07-14,608,492,28,1,1,12,0,1,35,13,26,121,204,23,27
620,2022-07-15,592,469,23,1,0,9,1,1,39,3,23,126,193,10,40
621,2022-07-16,619,490,22,3,0,9,2,3,37,7,16,122,202,22,45
622,2022-07-17,518,441,10,2,1,2,0,5,41,7,13,103,219,18,20
623,2022-07-18,649,551,26,3,1,9,1,5,55,8,22,139,225,27,30
624,2022-07-19,667,598,28,2,3,10,1,6,46,9,22,144,269,27,31
625,2022-07-20,546,445,28,1,1,7,0,2,46,8,23,97,187,19,26
626,2022-07-21,624,531,36,1,1,18,1,4,38,10,31,128,207,32,24
627,2022-07-22,614,481,14,1,2,14,1,4,29,11,12,136,197,33,27
628,2022-07-23,535,430,18,1,0,8,0,1,33,6,11,105,212,15,20
629,2022-07-24,656,558,15,1,0,6,0,3,35,4,11,147,291,25,20
630,2022-07-25,608,504,16,2,3,3,0,5,31,7,23,118,260,22,14
631,2022-07-26,646,541,26,0,3,10,0,1,39,6,14,126,262,25,29
632,2022-07-27,594,508,27,1,4,9,2,3,39,4,21,122,243,15,18
633,2022-07-28,622,513,22,0,2,8,0,4,35,9,22,140,222,30,19
634,2022-07-29,543,439,12,0,1,3,0,3,39,1,27,131,174,28,20
635,2022-07-30,640,507,10,0,0,3,0,1,27,2,16,151,250,39,8
636,2022-07-31,651,523,5,2,0,3,0,3,25,2,12,140,285,35,11
637,2022-08-01,793,623,10,2,0,0,0,1,29,6,18,172,341,27,17
638,2022-08-02,494,418,21,0,3,5,0,4,27,4,14,87,205,38,10
639,2022-08-03,646,520,11,0,2,7,0,1,46,7,15,130,256,26,19
640,2022-08-04,692,598,18,2,1,5,0,3,47,5,17,135,285,48,32
641,2022-08-05,418,345,13,1,0,3,0,1,26,4,17,99,131,37,13
642,2022-08-06,512,433,17,2,0,6,0,2,21,2,11,103,220,36,13
643,2022-08-07,596,501,3,1,0,3,0,2,29,4,12,158,247,19,23
644,2022-08-08,540,415,14,0,3,9,0,1,25,2,9,96,201,36,19
645,2022-08-09,571,485,20,1,3,11,0,3,41,8,15,122,197,37,27
646,2022-08-10,673,566,24,1,4,15,0,6,23,5,11,147,266,43,21
647,2022-08-11,650,566,24,1,4,15,0,6,23,5,11,147,266,43,21
648,2022-08-12,460,378,21,0,1,6,0,10,31,10,18,160,212,39,24
649,2022-08-13,691,569,13,0,1,8,0,1,43,6,10,171,270,35,11
650,2022-08-14,687,583,19,0,2,9,1,4,39,8,13,174,279,14,21
651,2022-08-15,669,553,28,1,0,7,1,4,49,3,22,173,221,27,17
652,2022-08-16,753,602,23,1,2,8,0,3,40,8,24,165,266,41,21
653,2022-08-17,678,567,25,0,4,14,0,7,40,7,23,143,251,34,19
654,2022-08-18,662,542,36,2,1,7,0,3,36,5,29,162,212,28,21
655,2022-08-19,599,498,14,0,2,5,1,0,38,3,29,145,208,31,22
656,2022-08-20,608,514,14,0,1,3,1,2,33,3,12,144,262,23,16
657,2022-08-21,658,556,16,0,0,5,0,4,27,7,9,175,265,15,33
658,2022-08-22,607,493,20,0,1,8,0,1,35,5,17,139,209,38,20
659,2022-08-23,672,536,12,2,1,12,0,6,46,5,10,134,242,43,23
660,2022-08-24,599,498,16,0,1,4,0,8,41,9,7,125,250,25,12
661,2022-08-25,795,631,20,1,7,4,1,8,35,3,29,162,286,31,44
662,2022-08-26,581,491,13,1,1,4,0,1,36,7,15,149,228,21,15
663,2022-08-27,634,529,15,2,0,3,1,3,42,4,14,164,247,13,21
664,2022-08-28,628,534,9,1,1,1,0,3,35,2,7,153,271,23,28
665,2022-08-29,516,414,15,0,1,4,0,5,22,3,21,104,184,32,23
666,2022-08-30,677,562,16,1,3,15,0,7,54,8,10,160,227,38,23
667,2022-08-31,642,539,23,2,0,6,0,6,51,4,15,121,250,43,18
668,2022-09-01,647,547,22,0,3,6,0,2,27,6,18,160,247,36,20
669,2022-09-02,526,446,24,1,5,5,0,6,40,9,28,102,171,28,27
670,2022-09-03,614,520,18,1,0,6,0,1,29,9,17,131,254,21,33
671,2022-09-04,687,573,16,3,1,2,0,7,40,4,14,144,294,14,34
672,2022-09-05,683,534,15,3,0,3,0,2,29,7,17,183,210,37,28
673,2022-09-06,501,418,17,1,4,3,0,3,20,6,23,133,169,24,15
674,2022-09-07,692,613,31,1,4,12,1,2,46,10,15,174,265,23,29
675,2022-09-08,828,724,23,0,4,5,0,5,59,9,28,240,290,22,39
676,2022-09-09,544,533,24,0,3,7,0,2,35,7,33,158,205,40,19
677,2022-09-10,650,573,12,5,0,6,0,3,48,3,5,153,268,32,38
678,2022-09-11,668,590,9,3,0,0,0,2,41,8,14,175,274,26,38
679,2022-09-12,671,617,16,1,2,5,0,8,51,2,26,219,223,37,27
680,2022-09-13,729,661,24,1,4,10,0,7,45,12,27,210,254,40,27
681,2022-09-14,734,685,22,1,1,10,0,7,64,7,14,180,297,48,34
682,2022-09-15,815,719,23,1,4,7,0,5,66,8,26,192,315,42,30
683,2022-09-16,700,675,13,2,4,4,0,12,44,13,14,208,305,33,23
684,2022-09-17,720,624,11,0,0,3,0,4,39,4,19,162,336,17,29
685,2022-09-18,750,676,10,1,0,1,0,6,35,8,14,206,318,36,41
686,2022-09-19,785,724,19,1,2,0,0,4,48,8,34,252,292,32,32
687,2022-09-20,842,694,19,1,0,3,0,10,55,10,21,198,311,30,36
688,2022-09-21,814,764,22,4,6,7,1,6,54,12,34,247,293,41,37
689,2022-09-22,894,780,18,1,3,3,0,11,48,9,32,260,331,31,33
690,2022-09-23,750,686,29,0,1,7,1,11,54,11,18,216,285,27,26
691,2022-09-24,704,633,7,4,0,5,0,7,50,7,6,179,306,29,33
692,2022-09-25,704,603,11,2,0,2,0,4,41,3,9,164,314,33,20
693,2022-09-26,854,752,17,2,1,3,0,10,48,4,24,258,300,48,37
694,2022-09-27,863,767,10,4,2,3,2,6,53,18,24,255,320,33,37
695,2022-09-28,696,630,30,1,3,14,0,4,44,2,21,177,270,37,27
696,2022-09-29,774,687,43,1,3,10,0,7,71,8,26,189,262,30,37
697,2022-09-30,774,663,29,1,0,8,0,5,50,14,17,193,278,35,33
698,2022-10-01,666,606,26,1,1,4,0,7,52,8,13,206,240,18,30
699,2022-10-02,829,677,19,1,0,11,0,4,37,4,4,205,345,17,30
700,2022-10-03,867,749,29,3,0,9,0,4,38,8,39,210,358,29,22
701,2022-10-04,879,737,16,0,1,9,1,1,64,10,20,215,351,27,22
702,2022-10-05,648,564,18,1,2,10,0,4,35,8,23,186,207,48,22
703,2022-10-06,766,704,21,2,3,6,1,4,56,6,23,227,302,24,29
704,2022-10-07,729,644,22,1,2,1,0,7,50,4,21,199,265,51,21
705,2022-10-08,750,687,16,2,2,2,1,7,36,4,17,261,288,28,23
706,2022-10-09,704,600,9,1,0,2,1,3,33,6,10,186,293,31,25
707,2022-10-10,704,575,12,5,0,6,0,5,48,3,5,153,268,32,38
708,2022-10-11,613,561,21,0,1,2,0,3,34,8,35,155,235,50,17
709,2022-10-12,686,599,17,1,1,4,0,2,34,3,20,159,287,48,23
710,2022-10-13,793,672,15,1,5,5,0,0,39,3,27,193,308,41,35
711,2022-10-14,593,566,37,1,2,9,0,3,32,2,29,205,188,43,15
712,2022-10-15,742,704,23,2,0,1,0,2,44,4,11,210,352,26,29
713,2022-10-16,645,539,25,2,0,6,2,4,37,3,6,158,249,28,19
714,2022-10-17,765,670,31,1,2,7,0,3,57,5,22,204,270,48,20
715,2022-10-18,859,742,21,1,1,7,0,10,47,9,15,219,342,37,33
716,2022-10-19,881,784,30,2,4,9,1,4,60,2,18,225,363,37,29
717,2022-10-20,881,805,20,3,2,7,0,4,52,10,26,238,326,73,44
718,2022-10-21,686,634,9,0,2,4,0,1,27,7,24,190,301,41,28
719,2022-10-22,748,666,14,3,0,10,0,2,38,5,7,222,283,44,38
720,2022-10-23,847,705,11,1,0,0,0,4,30,4,14,162,409,23,47
721,2022-10-24,775,692,8,0,4,1,0,4,31,6,32,242,285,49,30
722,2022-10-25,782,705,12,0,3,0,0,5,36,5,19,204,354,28,39
723,2022-10-26,757,700,8,0,0,2,0,5,34,6,17,251,316,47,14
724,2022-10-27,890,798,12,1,0,1,0,10,47,10,22,253,373,37,32
725,2022-10-28,673,623,19,2,0,2,0,3,48,3,23,217,247,37,22
726,2022-10-29,697,606,15,0,0,2,0,2,30,6,6,189,311,18,27
727,2022-10-30,626,589,17,0,0,5,0,2,26,6,10,194,274,39,16
728,2022-10-31,735,678,33,0,0,7,0,7,46,9,24,214,258,51,29
729,2022-11-01,727,678,40,2,2,13,0,2,53,5,27,231,246,26,31
730,2022-11-02,731,657,10,2,3,7,0,2,32,4,21,227,272,51,26
731,2022-11-03,812,747,9,0,1,4,0,3,49,4,15,229,367,31,35
732,2022-11-04,553,521,16,0,0,6,0,2,25,3,18,190,216,32,13
733,2022-11-05,706,609,17,1,0,2,0,1,27,11,8,186,292,31,33
734,2022-11-06,709,621,14,0,0,0,0,2,38,4,6,189,310,21,37
735,2022-11-07,729,650,22,0,3,3,0,4,33,13,18,229,271,35,19
736,2022-11-08,635,596,17,1,0,2,0,3,32,9,12,183,275,38,24
737,2022-11-09,684,610,10,0,3,0,0,6,45,12,11,227,237,42,17
738,2022-11-10,719,607,8,1,0,1,0,5,38,6,20,209,263,32,24
739,2022-11-11,652,571,22,2,0,5,0,5,27,7,14,228,209,31,21
740,2022-11-12,654,654,7,0,0,0,0,7,24,9,11,251,289,23,33
741,2022-11-13,665,611,6,0,0,3,0,8,26,6,12,253,260,15,22
742,2022-11-14,649,606,16,0,1,2,0,2,47,1,24,235,222,33,23
743,2022-11-15,738,649,22,0,4,1,0,2,67,6,12,202,267,47,19
744,2022-11-16,683,611,34,0,3,6,0,3,43,4,11,213,241,36,17
745,2022-11-17,779,653,13,2,1,5,0,1,46,1,10,221,318,32,32
746,2022-11-18,565,434,28,1,4,8,0,3,43,3,20,198,184,39,22
747,2022-11-19,591,501,15,1,0,1,0,1,31,4,11,174,250,18,19
748,2022-11-20,521,428,25,0,0,3,0,2,32,5,4,168,181,29,14
749,2022-11-21,597,547,32,0,1,9,0,3,45,8,19,196,168,42,24
750,2022-11-22,697,642,16,1,1,4,0,5,57,5,12,213,261,38,29
751,2022-11-23,720,627,26,2,4,3,0,4,62,5,12,196,262,28,23
752,2022-11-24,641,494,28,0,1,6,1,9,46,11,10,178,206,25,21
753,2022-11-25,527,495,23,0,0,6,0,5,42,3,12,162,161,32,20
754,2022-11-26,582,513,29,0,0,4,0,10,35,6,1,148,228,26,26
755,2022-11-27,546,449,6,0,0,3,0,2,21,2,7,131,235,22,20
756,2022-11-28,679,586,22,0,2,4,0,3,35,4,16,185,262,35,18
757,2022-11-29,625,508,62,0,2,9,0,4,45,6,16,108,194,38,24
758,2022-11-30,552,465,50,2,2,19,0,4,52,8,14,117,146,33,18
759,2022-12-01,548,487,39,0,4,10,0,2,51,9,18,141,161,32,20
760,2022-12-02,478,411,33,0,1,13,1,4,42,4,18,101,144,31,19
761,2022-12-03,600,585,41,2,3,19,1,5,79,11,15,127,214,19,49
762,2022-12-04,574,535,28,0,0,10,0,7,56,3,20,166,209,13,23
763,2022-12-05,611,586,67,1,1,23,1,4,49,5,26,141,198,36,34
764,2022-12-06,648,623,70,1,7,12,0,13,71,10,28,131,218,16,46
765,2022-12-07,475,465,66,1,1,10,3,2,58,9,9,109,144,32,21
766,2022-12-08,587,562,52,1,3,12,0,5,60,16,26,155,165,25,42
767,2022-12-09,553,537,50,1,0,14,2,6,70,6,18,140,158,26,46
768,2022-12-10,580,567,32,3,0,6,4,7,58,3,18,150,249,13,24
769,2022-12-11,668,636,33,3,0,10,0,2,62,3,25,182,247,33,36
770,2022-12-12,632,605,39,1,0,6,1,4,43,7,23,180,232,44,25
771,2022-12-13,658,634,44,2,2,17,0,7,68,16,26,181,226,20,25
772,2022-12-14,620,594,35,1,0,13,0,1,54,7,12,183,234,25,29
773,2022-12-15,647,619,77,1,1,20,0,3,69,6,36,157,182,27,40
774,2022-12-16,523,513,36,0,2,14,0,2,51,5,17,150,162,47,27
775,2022-12-17,594,575,33,0,0,7,0,0,39,3,17,183,245,25,23
776,2022-12-18,655,643,39,1,0,12,3,3,51,4,18,168,283,26,35
777,2022-12-19,659,639,45,1,2,12,1,4,60,13,24,170,230,48,29
778,2022-12-20,676,653,51,2,1,8,0,6,61,7,10,151,275,42,39
779,2022-12-21,507,490,36,0,0,10,1,2,49,5,17,143,158,33,36
780,2022-12-22,550,536,77,0,3,17,1,6,58,7,10,138,161,20,38
781,2022-12-23,522,506,98,0,0,21,1,14,100,15,17,82,92,26,40
782,2022-12-24,429,411,58,2,0,22,0,5,78,9,9,72,101,18,37
783,2022-12-25,464,444,58,2,0,21,0,2,60,9,8,92,120,33,39
784,2022-12-26,598,575,59,2,0,16,1,7,77,10,19,146,163,22,53
785,2022-12-27,530,513,52,1,0,14,1,3,75,22,21,137,143,18,26
786,2022-12-28,632,600,53,0,0,11,1,5,77,13,15,172,168,34,51
787,2022-12-29,651,635,56,0,1,12,1,2,75,10,15,179,226,20,38
788,2022-12-30,706,683,50,0,0,15,0,3,84,12,28,189,224,35,43
789,2022-12-31,576,560,34,0,0,11,2,0,45,10,9,189,196,19,45
790,2023-01-01,704,669,31,2,2,13,0,2,53,5,27,231,246,26,31
791,2023-01-02,708,689,38,1,1,12,1,12,73,13,15,204,255,16,48
792,2023-01-03,668,649,45,3,0,13,0,3,67,10,27,174,231,37,39
793,2023-01-04,601,577,46,1,4,11,1,3,66,6,19,146,207,29,38
794,2023-01-05,684,659,44,2,2,13,0,7,83,11,25,164,245,28,35
795,2023-01-06,722,703,48,0,3,7,0,2,95,12,23,177,255,34,47
796,2023-01-07,686,667,35,1,0,12,0,5,73,15,9,140,280,21,76
797,2023-01-08,693,668,31,1,0,12,0,1,55,9,9,183,287,17,63
798,2023-01-09,772,745,80,0,4,28,0,7,56,21,15,190,277,28,39
799,2023-01-10,676,652,62,3,2,32,2,7,70,16,10,154,223,32,39
800,2023-01-11,699,675,72,2,7,32,3,6,79,16,19,169,207,10,53
801,2023-01-12,760,730,67,2,4,25,0,3,79,19,32,184,224,35,56
802,2023-01-13,664,643,74,1,2,33,0,8,78,16,21,154,183,34,39
803,2023-01-14,533,517,74,0,2,60,0,4,54,8,3,102,152,26,32
804,2023-01-15,536,528,64,2,0,28,3,16,55,16,7,119,155,14,49
805,2023-01-16,792,763,69,1,3,27,0,11,81,21,23,214,263,15,35
806,2023-01-17,726,689,55,1,5,38,1,9,92,16,17,169,214,25,47
807,2023-01-18,692,685,51,3,4,22,1,4,103,23,20,193,174,41,46
