_id,Date,Total calls handled,Total calls coded,Code 1A - Referral to a Sleeping/Resting Space,Code 1B - External Transfer to AWHL,Code 1C - Referral to Eviction Prevention Service,Code 1D - Declined Shelter/Resting Space,Code 2A - Internal Transfer to CI,Code 2B - External Transfer - Homelessness-related,Code 2C - Information - Homelessness & Prevention Services,Code 2D - Information - Non-Homelessness-related,Code 3A - Shelter Space Unavailable - Family,Code 3B - Shelter Space Unavailable - Individuals/Couples,Code 3C - Follow-up / Check on Placement,Code 4A - Dead Air,Code 4B - Disconnected - No Outcome
808,2023-01-19,754,724,37,2,4,18,1,10,54,19,15,185,291,41,47
809,2023-01-20,715,712,52,2,3,14,1,7,81,9,17,184,274,38,30
810,2023-01-21,678,656,38,1,0,22,1,6,60,11,9,196,235,24,53
811,2023-01-22,676,648,46,1,0,19,2,7,50,9,6,165,276,22,45
812,2023-01-23,826,808,65,0,2,24,0,11,86,6,29,216,281,32,56
813,2023-01-24,816,774,71,2,3,34,0,13,85,19,24,191,224,39,69
814,2023-01-25,665,635,81,1,3,34,2,3,84,11,17,185,148,29,37
815,2023-01-26,667,641,91,2,2,37,2,4,112,19,26,110,170,21,45
816,2023-01-27,672,659,63,5,2,24,6,6,103,17,18,186,163,24,42
817,2023-01-28,591,562,73,0,0,25,1,8,70,4,14,146,150,22,49
818,2023-01-29,613,588,28,2,0,12,0,8,57,10,5,193,206,16,51
819,2023-01-30,805,780,80,1,0,26,2,8,112,17,32,198,225,25,54
820,2023-01-31,689,674,62,0,0,39,1,10,93,13,16,150,216,23,51
821,2023-02-01,700,656,131,1,2,52,4,9,93,29,16,124,109,39,47
822,2023-02-02,684,648,108,2,6,60,3,10,120,17,23,102,132,25,40
823,2023-02-03,638,608,111,3,1,42,1,11,115,28,17,82,125,32,40
824,2023-02-04,535,519,97,0,2,56,2,11,92,8,7,82,99,17,46
825,2023-02-05,603,583,74,0,0,46,4,3,71,11,14,95,175,19,71
826,2023-02-06,821,782,78,0,1,27,2,8,84,31,24,207,248,28,44
827,2023-02-07,828,818,54,5,3,21,4,9,110,25,28,194,285,22,58
828,2023-02-08,746,715,65,2,2,34,1,9,80,16,19,167,248,37,35
829,2023-02-09,718,691,71,1,4,29,0,12,77,10,23,186,193,34,51
830,2023-02-10,771,767,65,1,5,19,3,5,81,14,32,207,256,29,50
831,2023-02-11,679,672,64,3,4,25,3,7,64,11,10,185,217,26,53
832,2023-02-12,710,683,40,1,2,41,2,6,43,11,12,159,235,36,95
833,2023-02-13,730,725,72,0,5,36,1,10,92,21,24,171,201,39,53
834,2023-02-14,703,674,55,4,5,49,3,6,71,12,5,134,239,29,62
835,2023-02-15,844,821,59,1,0,52,4,5,77,13,19,177,296,44,74
836,2023-02-16,779,775,87,0,4,46,3,12,108,26,21,184,186,31,67
837,2023-02-17,680,670,129,1,8,65,4,0,106,21,21,104,125,42,44
838,2023-02-18,701,677,55,1,0,30,2,9,81,18,5,142,241,17,76
839,2023-02-19,676,658,36,0,2,19,2,10,66,24,6,181,192,17,103
840,2023-02-20,694,646,42,2,3,26,1,9,72,20,10,201,190,23,47
841,2023-02-21,816,796,52,2,5,38,1,7,107,30,36,229,229,18,42
842,2023-02-22,703,679,78,1,6,32,2,8,97,9,18,187,157,31,53
843,2023-02-23,584,581,70,2,1,50,1,11,113,24,30,104,102,24,49
844,2023-02-24,630,616,96,5,4,49,4,4,97,21,22,129,128,21,36
845,2023-02-25,482,466,47,1,1,31,0,8,61,21,5,129,110,20,32
846,2023-02-26,486,479,46,2,0,26,1,8,66,7,12,126,123,26,36
847,2023-02-27,693,656,48,1,11,23,2,4,94,20,37,161,168,33,54
848,2023-02-28,637,606,49,5,7,25,1,6,80,12,17,188,145,12,59
849,2023-03-01,739,710,43,6,9,23,3,10,96,20,28,195,207,24,46
850,2023-03-02,732,704,41,0,2,18,2,4,86,15,18,200,218,39,61
851,2023-03-03,724,690,66,1,3,26,3,11,81,23,30,185,182,32,47
852,2023-03-04,529,508,43,3,0,35,4,4,63,21,9,122,166,16,22
853,2023-03-05,614,594,51,0,0,14,1,3,54,9,7,180,205,23,47
854,2023-03-06,795,770,44,3,3,36,0,3,78,11,38,202,263,35,54
855,2023-03-07,744,719,47,1,3,28,1,5,69,16,22,207,225,36,59
856,2023-03-08,801,780,60,1,9,31,2,4,109,12,14,239,216,35,48
857,2023-03-09,710,695,65,1,3,32,4,2,66,21,18,211,196,24,52
858,2023-03-10,682,654,78,2,4,27,2,3,101,21,12,181,156,20,47
859,2023-03-11,633,609,32,1,0,23,4,7,67,27,18,185,193,16,36
860,2023-03-12,616,589,23,1,0,21,3,5,60,14,6,190,209,17,40
861,2023-03-13,802,778,26,3,8,19,1,12,77,15,17,229,288,34,49
862,2023-03-14,868,829,26,0,2,21,0,11,83,19,19,294,305,19,30
863,2023-03-15,970,923,27,1,8,20,4,13,84,29,22,300,315,33,67
864,2023-03-16,936,894,14,1,4,6,3,8,88,11,23,295,353,28,60
865,2023-03-17,841,804,47,2,3,21,3,3,89,19,18,261,249,28,61
866,2023-03-18,701,680,30,0,0,20,0,9,73,20,6,183,256,20,63
867,2023-03-19,750,719,21,1,0,9,1,10,65,11,12,203,297,29,60
868,2023-03-20,944,895,18,3,10,4,6,8,75,7,19,258,395,29,63
869,2023-03-21,994,959,32,1,4,14,0,8,90,31,17,255,400,35,72
870,2023-03-22,864,835,33,1,0,28,1,13,85,13,22,233,339,24,43
871,2023-03-23,940,896,47,6,4,36,3,11,87,15,14,263,335,34,41
872,2023-03-24,867,824,39,2,2,32,4,6,73,13,19,267,264,33,70
873,2023-03-25,825,792,28,1,0,14,2,4,52,12,10,245,342,22,60
874,2023-03-26,781,758,15,1,1,9,5,7,75,6,10,250,291,26,62
875,2023-03-27,869,827,18,1,7,16,3,7,80,13,28,219,361,32,42
876,2023-03-28,942,908,51,0,6,22,1,13,86,20,25,244,346,33,61
877,2023-03-29,931,894,69,2,5,30,2,3,91,25,15,232,319,23,78
878,2023-03-30,838,797,111,1,10,51,2,7,114,9,26,170,190,24,82
879,2023-03-31,711,681,63,1,4,26,2,5,103,9,14,168,223,16,47
880,2023-04-01,705,679,63,1,1,50,1,9,65,25,12,178,180,23,71
881,2023-04-02,651,622,37,2,0,8,7,11,71,8,7,161,252,24,34
882,2023-04-03,841,800,33,3,5,9,2,7,75,23,36,219,333,23,32
883,2023-04-04,870,845,33,3,1,23,1,6,89,12,25,257,303,32,60
884,2023-04-05,885,836,46,0,5,20,6,8,78,14,20,284,279,26,50
885,2023-04-06,977,926,51,0,8,15,3,9,90,23,17,233,362,33,82
886,2023-04-07,799,778,22,1,1,19,1,6,75,9,10,282,280,31,41
887,2023-04-08,747,732,22,2,0,6,0,3,60,7,15,273,290,25,29
888,2023-04-09,669,654,22,1,0,8,2,6,51,10,8,199,293,26,28
889,2023-04-10,867,832,26,1,7,9,0,3,89,13,13,315,268,46,42
890,2023-04-11,853,816,58,3,13,25,4,5,89,21,18,210,268,34,68
891,2023-04-12,745,711,48,1,0,20,2,5,85,13,21,150,293,30,43
892,2023-04-13,769,743,44,1,5,22,0,8,70,20,20,225,227,29,72
893,2023-04-14,731,691,30,2,3,12,2,5,64,19,31,203,248,24,48
894,2023-04-15,636,619,29,0,0,12,2,5,55,10,11,161,252,18,64
895,2023-04-16,628,588,24,1,0,8,0,6,50,18,6,200,202,16,57
896,2023-04-17,917,877,43,2,4,17,2,7,76,17,33,250,344,29,53
897,2023-04-18,970,919,58,3,4,5,2,5,85,21,14,288,332,25,77
898,2023-04-19,965,932,56,0,3,16,2,8,96,14,35,232,360,33,77
899,2023-04-20,861,831,49,2,2,13,5,6,88,20,25,269,300,15,37
900,2023-04-21,813,782,20,1,4,12,0,7,70,14,28,258,305,27,36
901,2023-04-22,785,757,27,0,0,8,1,3,56,13,14,251,337,16,31
902,2023-04-23,711,700,24,0,0,5,0,5,60,10,10,244,299,15,28
903,2023-04-24,926,890,32,0,8,14,1,4,72,13,45,286,340,24,51
904,2023-04-25,959,935,45,0,4,15,2,7,80,24,19,237,392,37,73
905,2023-04-26,858,823,41,0,10,10,1,1,58,12,27,236,353,23,51
906,2023-04-27,861,842,16,1,1,11,3,4,50,13,35,233,292,79,104
907,2023-04-28,900,876,37,1,5,7,3,4,43,13,25,254,327,57,100
908,2023-04-29,916,891,12,2,1,5,3,7,56,20,22,279,412,23,49
909,2023-04-30,996,934,13,0,0,3,2,7,70,6,19,297,494,19,4
910,2023-05-01,1113,1075,25,0,7,4,0,4,91,15,57,361,411,41,59
911,2023-05-02,1183,1146,21,1,9,8,1,5,68,18,28,345,519,50,73
912,2023-05-03,1029,1005,30,2,7,12,0,8,64,11,25,352,412,46,36
913,2023-05-04,975,935,44,2,12,15,1,7,55,20,25,357,299,44,54
914,2023-05-05,935,898,24,1,8,10,0,6,68,10,38,286,365,49,33
915,2023-05-06,841,816,20,1,1,7,2,7,41,16,14,256,383,24,44
916,2023-05-07,1027,994,18,0,0,3,3,5,75,16,13,318,439,37,67
917,2023-05-08,1118,1086,22,0,4,10,3,4,72,19,40,343,466,35,68
918,2023-05-09,1037,654,38,2,6,17,4,7,65,13,24,332,33,59,54
919,2023-05-10,920,896,10,1,10,8,0,7,12,74,26,323,345,36,44
920,2023-05-11,924,886,20,3,1,8,0,9,69,21,15,258,384,32,66
921,2023-05-12,978,955,29,1,4,7,5,3,68,15,27,271,446,41,38
922,2023-05-13,987,943,13,4,1,3,5,2,51,5,17,310,465,16,51
923,2023-05-14,932,897,15,1,0,5,1,3,51,11,12,249,473,24,52
924,2023-05-15,1046,1002,69,3,8,18,3,7,66,15,41,272,419,38,43
925,2023-05-16,1098,1075,43,1,4,13,1,3,73,20,27,320,472,36,62
926,2023-05-17,1072,1049,31,0,7,13,2,2,73,12,24,360,447,31,47
927,2023-05-18,1019,982,35,3,2,10,3,12,73,16,23,316,402,29,58
928,2023-05-19,1117,1031,19,3,4,6,3,6,72,12,32,345,499,30,60
929,2023-05-20,1085,1092,17,3,0,3,0,4,61,13,15,333,499,28,56
930,2023-05-21,1184,1155,8,3,0,3,2,7,40,14,4,448,532,24,70
931,2023-05-22,1046,1018,39,0,1,20,2,12,44,8,12,346,467,8,59
932,2023-05-23,1203,1167,25,1,2,5,1,6,75,17,47,361,531,26,70
933,2023-05-24,1122,1094,33,1,3,8,0,3,70,14,36,338,497,38,53
934,2023-05-25,980,955,31,5,3,4,1,5,57,9,31,338,383,33,55
935,2023-05-26,827,809,16,2,3,8,1,7,47,5,35,269,349,34,33
936,2023-05-27,1026,989,12,3,1,1,1,6,47,16,17,325,458,35,67
937,2023-05-28,857,832,8,1,3,1,4,6,49,7,5,226,456,17,49
938,2023-05-29,1021,999,25,0,3,9,1,2,61,8,50,371,390,37,42
939,2023-05-30,948,916,15,1,3,3,2,5,47,12,11,296,438,43,40
940,2023-05-31,1095,1067,18,1,9,6,1,4,55,8,35,337,526,31,36
941,2023-06-01,1125,1112,21,3,1,9,2,3,51,12,43,370,480,49,68
942,2023-06-02,1005,979,24,1,5,9,1,4,64,14,29,271,454,54,49
943,2023-06-03,1039,1013,24,3,0,9,3,5,48,9,26,299,499,42,46
944,2023-06-04,1054,1022,18,1,0,5,1,6,59,7,16,315,504,33,57
945,2023-06-05,1139,1107,25,0,8,8,1,10,59,10,49,360,489,47,41
946,2023-06-06,1249,1214,19,4,8,7,2,5,53,10,24,374,563,77,68
947,2023-06-07,931,919,26,1,4,6,1,5,39,7,28,362,347,46,47
948,2023-06-08,1143,1101,17,2,0,13,0,4,62,14,30,330,511,61,57
949,2023-06-09,1137,1110,19,0,2,3,1,4,50,7,33,336,537,67,51
950,2023-06-10,1102,1062,9,0,1,7,1,3,51,7,28,290,542,59,64
951,2023-06-11,1068,1036,9,1,0,3,0,6,48,4,15,340,526,38,46
952,2023-06-12,976,963,37,2,4,12,3,9,64,9,28,333,371,41,50
953,2023-06-13,1123,1097,32,0,4,17,1,6,57,12,40,394,416,59,59
954,2023-06-14,1089,1062,23,5,3,4,2,1,61,8,54,355,447,51,48
955,2023-06-15,1156,1106,21,3,5,8,2,7,58,15,23,391,449,59,65
956,2023-06-16,1091,1072,13,1,3,2,3,6,69,11,32,408,433,45,46
957,2023-06-17,1089,1064,4,0,1,0,1,5,40,8,14,388,500,45,58
958,2023-06-18,1085,1082,3,3,0,1,3,8,44,4,13,396,517,45,45
959,2023-06-19,1136,1117,6,2,5,3,1,14,70,14,31,387,493,48,52
960,2023-06-20,997,980,10,0,8,2,5,3,104,14,25,368,326,52,63
961,2023-06-21,932,897,8,1,7,2,1,8,52,14,32,319,361,49,43
962,2023-06-22,917,904,11,2,5,6,1,7,57,15,34,331,343,37,68
963,2023-06-23,922,918,13,6,6,2,1,2,57,7,44,313,384,37,50
964,2023-06-24,926,903,5,2,0,2,3,6,58,12,10,382,327,38,58
965,2023-06-25,797,768,3,1,0,0,2,3,62,4,16,279,330,25,43
966,2023-06-26,1030,1009,10,1,4,5,0,9,59,13,36,389,397,48,38
967,2023-06-27,1001,954,12,1,2,2,2,4,65,13,18,261,440,82,52
968,2023-06-28,1068,1045,13,3,6,12,2,7,71,16,43,392,383,43,54
969,2023-06-29,1037,1000,8,5,6,5,0,4,67,11,35,406,353,41,59
970,2023-06-30,926,904,13,3,0,4,2,4,43,7,46,398,300,48,36
971,2023-07-01,825,800,10,5,0,5,0,3,57,8,16,282,334,26,54
972,2023-07-02,807,783,3,1,0,4,0,5,48,8,18,296,323,29,48
973,2023-07-03,883,871,9,1,1,2,4,5,54,11,36,357,316,18,57
974,2023-07-04,888,860,6,3,3,2,2,5,71,12,56,319,289,48,44
975,2023-07-05,926,907,7,3,5,1,3,14,59,9,39,316,358,39,54
976,2023-07-06,887,854,14,2,2,6,1,1,53,11,28,356,275,42,63
977,2023-07-07,895,869,36,3,5,11,0,6,58,11,40,327,269,38,65
978,2023-07-08,794,767,29,1,0,6,0,5,47,13,22,329,245,21,49
979,2023-07-09,654,632,21,1,0,9,2,5,42,5,16,271,187,35,38
980,2023-07-10,914,896,22,0,5,3,1,8,80,4,48,343,305,40,37
981,2023-07-11,1013,992,7,3,1,0,3,14,77,9,33,299,449,36,61
982,2023-07-12,1034,1001,10,1,9,6,1,5,75,17,31,417,329,41,59
983,2023-07-13,776,756,2,2,7,1,3,12,44,15,35,326,232,30,47
984,2023-07-14,734,734,5,1,2,4,1,3,59,16,41,281,254,30,37
985,2023-07-15,744,700,6,1,0,3,2,7,41,5,13,305,250,27,40
986,2023-07-16,643,644,5,2,0,0,3,2,42,11,18,275,214,24,48
987,2023-07-17,840,834,43,4,3,16,1,6,67,11,68,287,235,40,53
988,2023-07-18,950,930,25,3,3,1,3,10,76,10,30,368,305,36,60
989,2023-07-19,886,853,5,0,6,1,0,11,77,12,36,341,258,49,57
990,2023-07-20,901,891,11,6,9,3,0,4,81,14,33,315,311,31,73
991,2023-07-21,819,831,9,2,4,0,3,13,63,10,25,278,343,31,50
992,2023-07-22,720,701,7,2,1,1,0,3,62,16,13,222,305,21,48
993,2023-07-23,656,643,9,0,0,3,2,2,44,12,14,236,261,13,47
994,2023-07-24,954,938,11,2,4,3,4,11,95,10,52,313,357,30,46
995,2023-07-25,1020,998,4,2,6,0,2,8,82,16,24,327,441,22,64
996,2023-07-26,1004,987,9,3,10,2,1,10,82,16,36,312,426,29,51
997,2023-07-27,1054,1029,5,4,4,0,2,12,80,22,37,325,435,34,69
998,2023-07-28,907,893,8,4,4,2,1,12,80,17,38,269,375,29,54
999,2023-07-29,847,815,4,4,0,3,2,2,49,14,16,247,370,33,71
1000,2023-07-30,724,697,2,1,0,1,0,3,53,5,23,250,285,24,50
1001,2023-07-31,943,926,12,1,0,5,3,23,77,13,43,294,377,23,55
1002,2023-08-01,1020,984,13,0,6,4,1,5,99,10,38,296,430,32,50
1003,2023-08-02,1029,1026,11,1,9,4,0,12,67,18,39,358,411,34,62
1004,2023-08-03,1003,1000,15,3,2,4,1,4,65,14,52,338,388,26,88
1005,2023-08-04,957,961,18,3,0,4,1,12,88,14,54,318,358,34,57
1006,2023-08-05,810,784,12,2,1,5,1,12,72,5,11,261,332,21,49
1007,2023-08-06,821,789,3,3,2,2,0,12,51,9,12,258,356,25,56
1008,2023-08-07,889,869,2,1,1,0,1,9,46,16,19,339,374,21,40
1009,2023-08-08,891,855,7,1,4,6,4,8,64,11,62,269,329,26,64
1010,2023-08-09,981,944,6,1,7,1,0,7,73,10,36,337,408,16,42
1011,2023-08-10,1001,960,16,2,6,4,2,6,69,10,26,346,363,29,81
1012,2023-08-11,811,789,11,4,3,3,3,4,56,11,31,276,322,15,50
1013,2023-08-12,807,807,6,3,1,1,1,5,49,5,15,287,357,25,52
1014,2023-08-13,839,804,3,0,0,2,9,5,44,8,10,267,335,32,89
1015,2023-08-14,1017,995,10,3,6,2,2,6,52,19,44,332,407,45,67
1016,2023-08-15,868,906,11,2,4,1,1,6,77,21,59,253,387,27,57
1017,2023-08-16,878,915,14,1,2,4,2,6,79,11,47,310,341,43,55
1018,2023-08-17,961,981,16,3,2,0,0,11,69,17,39,317,375,50,82
1019,2023-08-18,864,862,10,4,3,1,1,6,65,11,26,308,355,15,57
1020,2023-08-19,695,681,4,2,0,0,2,5,45,13,17,248,271,25,49
1021,2023-08-20,666,664,3,5,1,1,1,3,41,4,11,237,278,24,55
1022,2023-08-21,844,831,4,1,2,0,1,9,51,12,49,252,367,36,47
1023,2023-08-22,962,934,6,2,9,1,5,10,78,18,36,267,409,30,63
1024,2023-08-23,925,897,11,5,7,4,1,8,51,9,23,311,370,37,60
1025,2023-08-24,929,910,13,3,4,1,2,10,53,14,35,349,337,25,64
1026,2023-08-25,847,829,8,3,2,6,1,12,64,14,35,318,303,21,42
1027,2023-08-26,856,838,6,1,1,2,1,5,49,7,22,266,371,32,75
1028,2023-08-27,729,715,0,1,1,0,0,5,29,5,19,254,310,28,63
1029,2023-08-28,902,886,8,1,3,4,1,12,67,6,64,303,327,40,50
1030,2023-08-29,935,915,9,6,5,6,3,9,61,12,29,242,436,30,67
1031,2023-08-30,937,917,9,3,2,2,1,6,67,15,33,334,381,19,45
1032,2023-08-31,864,837,7,1,1,2,0,10,56,18,29,246,388,27,52
1033,2023-09-01,897,883,10,4,4,3,0,13,62,16,30,285,384,38,48
1034,2023-09-02,838,813,9,2,0,1,0,4,66,14,20,299,341,33,49
1035,2023-09-03,922,893,1,1,1,0,0,5,59,8,15,295,442,26,69
1036,2023-09-04,853,830,4,2,0,0,2,4,42,6,25,273,419,31,45
1037,2023-09-05,1018,993,12,0,2,2,4,9,69,13,52,303,442,37,73
1038,2023-09-06,915,899,21,1,3,4,4,3,58,11,44,307,370,38,51
1039,2023-09-07,1011,980,15,2,4,3,2,10,72,13,38,322,432,36,62
1040,2023-09-08,886,867,17,0,8,3,0,9,55,13,38,307,366,32,38
1041,2023-09-09,843,814,9,4,1,3,1,7,40,10,24,230,435,34,45
1042,2023-09-10,833,800,3,2,3,1,2,11,37,7,13,255,409,24,66
1043,2023-09-11,971,947,5,4,0,1,0,7,62,9,35,300,465,30,53
1044,2023-09-12,959,933,22,4,1,8,1,8,76,16,27,277,431,32,56
1045,2023-09-13,1116,1067,33,0,5,3,0,11,83,9,38,335,495,41,63
1046,2023-09-14,956,950,33,1,3,6,0,6,61,9,45,322,373,35,62
1047,2023-09-15,861,860,18,3,1,5,1,11,56,11,42,247,403,34,29
1048,2023-09-16,950,945,5,1,0,1,1,6,32,11,16,306,485,38,48
1049,2023-09-17,826,795,2,0,0,0,2,5,37,3,11,254,421,30,61
1050,2023-09-18,989,987,13,4,3,0,1,8,39,7,50,312,476,39,37
1051,2023-09-19,1077,1055,19,1,3,3,2,10,53,3,21,328,517,55,62
1052,2023-09-20,1146,1125,9,2,4,2,2,8,66,14,27,302,594,60,56
1053,2023-09-21,1040,1015,23,3,3,1,1,2,45,9,21,336,474,57,65
1054,2023-09-22,1085,1066,7,0,2,2,2,4,57,11,18,412,495,32,43
1055,2023-09-23,1019,991,5,2,1,1,1,7,35,5,10,367,487,32,66
1056,2023-09-24,991,960,6,1,1,0,0,3,42,4,18,314,527,20,55
1057,2023-09-25,1200,1166,8,0,1,0,0,3,55,16,54,380,596,39,48
1058,2023-09-26,1189,1165,14,1,2,3,3,11,50,17,22,354,589,49,74
1059,2023-09-27,1215,1174,7,2,2,3,0,9,60,11,34,368,604,52,63
1060,2023-09-28,949,914,2,0,0,2,1,8,34,14,21,301,438,57,71
1061,2023-09-29,916,904,8,1,3,0,0,14,58,12,54,316,357,48,45
1062,2023-09-30,925,893,9,2,1,4,4,5,49,5,9,266,483,32,56
1063,2023-10-01,943,906,3,1,1,0,0,11,42,6,8,313,438,25,58
1064,2023-10-02,1019,999,27,0,3,5,2,6,33,5,41,308,468,41,60
1065,2023-10-03,1049,1032,16,1,2,5,2,13,53,12,36,307,467,50,68
1066,2023-10-04,1041,1029,19,0,0,5,0,7,43,9,20,328,501,47,50
1067,2023-10-05,1206,1194,23,3,4,2,1,10,63,9,35,352,572,64,56
1068,2023-10-06,1116,1075,18,6,1,5,3,5,66,8,25,366,463,54,55
1069,2023-10-07,1065,1031,2,3,0,0,1,9,50,5,15,315,508,38,85
1070,2023-10-08,1011,974,9,3,0,0,3,6,42,7,10,340,451,34,69
1071,2023-10-09,1104,1066,4,1,0,1,2,10,53,9,22,335,525,45,59
1072,2023-10-10,1255,1220,12,2,3,3,2,5,86,13,45,359,570,45,75
1073,2023-10-11,1383,1336,11,1,4,6,2,8,77,18,39,407,669,34,60
1074,2023-10-12,1169,1125,17,1,0,5,1,6,78,12,32,336,512,43,82
1075,2023-10-13,897,875,4,2,3,1,2,6,39,9,31,304,395,37,42
1076,2023-10-14,974,974,5,1,2,0,1,5,50,5,21,327,462,31,64
1077,2023-10-15,1015,981,9,0,1,4,1,8,55,6,19,311,474,27,66
1078,2023-10-16,1269,1269,10,2,2,0,0,8,67,10,39,358,649,61,63
1079,2023-10-17,1469,1437,4,2,3,1,1,13,92,12,39,389,714,48,119
1080,2023-10-18,1364,1341,1,3,1,1,1,6,55,13,32,444,624,64,96
1081,2023-10-19,1245,1206,5,0,2,1,0,2,58,6,32,371,587,33,109
1082,2023-10-20,1090,1090,8,3,2,1,4,8,60,13,32,366,499,45,49
1083,2023-10-21,1364,1092,9,1,0,1,0,1,44,7,13,337,553,47,79
1084,2023-10-22,933,914,1,1,0,0,0,1,32,3,14,301,462,34,65
1085,2023-10-23,1110,1094,6,0,3,1,0,5,57,11,51,318,540,43,59
1086,2023-10-24,1003,990,9,3,2,1,1,3,53,10,27,292,469,50,70
1087,2023-10-25,1077,1059,16,1,3,0,1,9,48,5,27,322,512,57,58
1088,2023-10-26,902,886,3,1,3,1,0,4,44,7,25,304,355,43,96
1089,2023-10-27,903,881,2,2,2,1,1,9,56,9,27,310,383,41,38
1090,2023-10-28,945,908,6,1,0,1,1,10,44,5,8,284,462,25,61
1091,2023-10-29,876,871,2,0,0,0,2,7,48,5,6,318,409,25,49
1092,2023-10-30,1071,1042,9,0,3,0,0,6,63,9,57,286,502,46,61
1093,2023-10-31,1051,1028,7,1,5,1,0,11,60,8,13,313,492,45,72
1094,2023-11-01,478,466,5,2,0,3,1,4,29,4,25,142,199,21,31
1095,2023-11-02,748,736,4,0,3,0,2,2,31,9,35,253,311,47,39
1096,2023-11-03,873,849,13,2,2,4,0,5,37,9,30,302,359,46,40
1097,2023-11-04,1020,985,8,1,1,0,0,2,39,6,17,389,429,38,55
1098,2023-11-05,993,939,13,0,0,0,0,3,41,5,12,304,471,30,60
1099,2023-11-06,1249,1227,13,1,0,1,4,9,71,8,45,340,628,47,60
1100,2023-11-07,1035,1045,7,1,3,1,3,16,66,8,21,281,528,51,59
1101,2023-11-08,1165,1119,14,5,2,1,2,5,88,9,31,337,514,57,54
1102,2023-11-09,1127,1064,6,0,3,0,1,4,65,10,23,333,489,36,94
1103,2023-11-10,961,937,13,1,2,2,1,6,58,15,38,301,409,50,41
1104,2023-11-11,907,865,5,4,0,0,0,6,48,11,18,269,420,28,56
1105,2023-11-12,945,917,7,3,1,0,3,10,34,6,13,298,461,30,51
1106,2023-11-13,1116,1081,10,2,2,2,3,7,39,5,41,339,547,42,42
1107,2023-11-14,1028,997,4,3,3,0,0,11,39,6,27,309,506,50,39
1108,2023-11-15,946,926,18,4,0,1,1,6,45,8,37,277,428,34,67
1109,2023-11-16,909,878,27,1,0,1,0,5,28,7,20,275,405,53,56
1110,2023-11-17,882,863,19,4,1,0,1,1,43,10,41,276,401,31,35
1111,2023-11-18,773,731,24,0,0,0,2,3,49,5,9,235,307,48,49
1112,2023-11-19,811,790,39,0,0,10,0,5,58,11,7,265,300,42,53
1113,2023-11-20,976,953,9,0,2,0,3,6,55,8,41,259,460,50,60
1114,2023-11-21,992,954,2,2,1,0,2,3,47,11,23,276,446,70,71
1115,2023-11-22,890,863,4,2,0,0,2,8,38,6,20,270,415,51,47
1116,2023-11-23,908,891,2,1,4,2,1,4,49,9,21,290,407,50,51
1117,2023-11-24,966,933,15,0,0,5,0,2,47,13,29,311,429,46,36
1118,2023-11-25,919,909,9,2,1,1,0,1,52,10,17,273,462,25,56
1119,2023-11-26,908,895,3,1,1,0,0,8,50,7,18,284,446,26,51
1120,2023-11-27,1171,1173,9,0,2,3,2,7,45,8,32,282,658,60,65
1121,2023-11-28,1331,1295,40,1,1,13,0,13,119,17,29,354,567,40,101
1122,2023-11-29,1014,990,3,3,0,0,3,5,47,9,28,270,529,49,44
1123,2023-11-30,1056,1029,4,3,0,1,2,2,73,15,12,298,509,39,71
1124,2023-12-01,766,746,2,2,0,1,0,11,40,7,36,204,363,40,40
1125,2023-12-02,875,841,7,2,0,3,2,4,38,6,9,247,417,40,66
1126,2023-12-03,949,902,10,1,0,1,2,2,50,9,13,253,470,37,54
1127,2023-12-04,893,866,2,0,2,0,2,6,48,5,36,202,475,47,41
1128,2023-12-05,823,804,39,1,1,14,1,5,43,9,39,212,334,37,69
1129,2023-12-06,849,824,3,0,2,0,2,3,52,4,33,205,430,37,53
1130,2023-12-07,939,904,3,3,2,1,0,8,63,11,28,253,433,37,62
1131,2023-12-08,834,810,3,1,1,2,0,6,46,7,38,244,384,31,47
1132,2023-12-09,825,806,5,3,0,0,1,7,42,12,18,256,383,37,42
1133,2023-12-10,812,756,9,4,0,0,2,2,47,0,18,215,372,30,57
1134,2023-12-11,1080,1053,6,0,2,1,1,7,52,8,32,254,578,51,61
1135,2023-12-12,964,922,4,2,3,0,0,10,67,9,16,250,479,33,49
1136,2023-12-13,915,901,9,0,0,1,1,2,57,12,22,223,492,31,51
1137,2023-12-14,877,855,4,1,2,1,0,9,55,14,18,253,396,30,72
1138,2023-12-15,901,878,6,1,0,0,1,3,52,17,30,251,438,31,48
1139,2023-12-16,822,783,5,3,0,1,2,2,39,4,11,240,390,38,48
1140,2023-12-17,743,699,0,0,0,0,0,3,30,7,20,190,364,22,63
1141,2023-12-18,994,970,5,3,1,0,0,9,54,7,27,211,570,32,51
1142,2023-12-19,721,704,9,2,2,0,1,4,42,6,12,164,379,39,44
1143,2023-12-20,773,729,17,5,2,2,3,4,46,9,29,177,353,28,54
1144,2023-12-21,824,763,4,1,2,1,0,5,43,8,15,212,353,40,79
1145,2023-12-22,623,592,22,3,0,3,2,6,35,1,36,153,272,31,28
1146,2023-12-23,692,664,16,0,0,3,1,5,63,3,15,180,294,26,58
1147,2023-12-24,627,602,24,1,1,2,1,7,51,6,8,151,289,16,45
1148,2023-12-25,509,481,13,1,0,2,1,7,47,4,15,108,229,30,24
1149,2023-12-26,788,750,17,1,0,4,0,10,60,8,21,197,340,29,63
1150,2023-12-27,713,682,14,1,1,1,1,7,48,12,45,149,326,33,44
